answer,length,clue
TANGIS,6,Cucuran air mata sedih
TANGKI,6,Wadah besar penyimpan cairan
TANGSA,6,
TANGSI,6,
TANJAK,6,
TANJUL,6,
TANJUR,6,
TANKER,6,Kapal pengangkut minyak
TANTRA,6,Kekuatan gaib dalam diri
TANWIN,6,
TANWIR,6,
TANZIH,6,
TANZIL,6,
TAPANG,6,
TAPLAK,6,Kain penutup meja makan
TAPUNG,6,
TARANG,6,
TARAQI,6,
TARBIL,6,
TARBUS,6,
TARCIS,6,
TARGET,6,Sasaran yang dituju
TARHIM,6,
TARIAN,6,
TARIKH,6,Sistem penanggalan tahun
TARING,6,Gigi tajam dan runcing
TARJIH,6,
TARKAS,6,
TARMAK,6,
TARSUS,6,Tulang pergelangan kaki
TARTAR,6,Berwatak kasar dan galak
TARTIL,6,
TARTIR,6,
TARUKO,6,
TARUNA,6,
TARUNG,6,Adu fisik berkelahi
TARZAN,6,
TASBEH,6,
TASBIH,6,
TASDID,6,
TASDIK,6,
TASHIH,6,
TASLIM,6,
TASMAK,6,
TASMIK,6,
TASRIF,6,
TASRIH,6,
TASWIR,6,
TATAAN,6,
TATAMI,6,
TATANG,6,
TATING,6,
TAUBAT,6,
TAUFAH,6,
TAUFAN,6,
TAUFIK,6,
TAUHID,6,
TAULAN,6,
TAURAN,6,
TAURAT,6,
TAURET,6,
TAURIT,6,
TAURUS,6,Zodiak berlambang banteng
TAUTAN,6,
TAWADU,6,
TAWANG,6,Angkasa luas membentang
TAYANG,6,Disiarkan di televisi
TEATER,6,Seni pertunjukan drama panggung
TEBANG,6,Merobohkan batang pohon
TEBENG,6,
TEBERA,6,
TEBING,6,Dinding tanah yang curam
TEBUAN,6,
TEBUNG,6,
TEDENG,6,
TEDONG,6,
TEDUNG,6,
TEGANG,6,
TEGARI,6,
TEGMEN,6,
TEISME,6,
TEKAAN,6,
TEKANG,6,
TEKLEK,6,
TEKLOK,6,
TEKNIK,6,Cara ahli mengerjakan
TEKNIS,6,
