answer,length,clue
ABIOGENESIS,11,
ABRAKADABRA,11,Mantra pesulap panggung
ABSENTEISME,11,
ABSOLUTISME,11,
ADAPTOMETER,11,
ADVENTISIUS,11,
ADVERTORIAL,11,
AERODINAMIK,11,
AERONAUTIKA,11,
AEROSTATIKA,11,
AEROTERAPIA,11,
AGLUTINATIF,11,
AGRESIVITAS,11,
AGROEKONOMI,11,
AGROGEOLOGI,11,
AGROSTOLOGI,11,
AINUNJARIAH,11,
AKATALEPSIA,11,
AKHIRUSANAH,11,
AKRIFLAVINA,11,
AKSELERATOR,11,Pedal pemacu laju
AKSENTOLOGI,11,
AKTINOKIMIA,11,
AKTINOMETER,11,
AKTUALISASI,11,
ALBEDOMETER,11,
ALBUMINURIA,11,
ALEKSANDRIT,11,
ALFANUMERIK,11,
ALKALIMETER,11,
ALKALINITAS,11,
ALKALOMETRI,11,
ALKOHOLISME,11,
ALTOKUMULUS,11,
ALTOSTRATUS,11,
AMALGAMATOR,11,
AMBILINGUAL,11,
AMBIVALENSI,11,
AMELIORATIF,11,
AMENSALISME,11,
AMFIBOLISME,11,
AMILOPEKTIN,11,
AMIRULBAHAR,11,
AMIRULBAHRI,11,
AMONIFIKASI,11,
AMPEREMETER,11,
AMPEROMETRI,11,
AMPLIFIKASI,11,
ANAFILAKSIS,11,
ANAKRONISME,11,
ANAMORFOSIS,11,
ANASTOMOSIS,11,
ANGIOSPERMA,11,
ANGKASAWATI,11,
ANISEIKONIA,11,
ANISOTROPIS,11,
ANJANGKARYA,11,
ANTAGONISME,11,
ANTARBANGSA,11,
ANTARDAERAH,11,
ANTARMASTER,11,
ANTARNEGARA,11,
ANTARPLANET,11,
ANTELMINTIK,11,
ANTIKATALIS,11,
ANTIKLIMAKS,11,
ANTIKRISTUS,11,
ANTIKUARIAT,11,
ANTIPENAWAR,11,
ANTIPIRETIK,11,
ANTISIPATIF,11,
ANTIWIRAWAN,11,
ANTROMORFIS,11,
ANTROPOFAGI,11,
ANTROPOLOGI,11,Ilmu tentang manusia
ANTROPONIMI,11,
ANTROPOSOFI,11,
APENDEKTOMI,11,
APENDISITIS,11,
APOKALIPTIK,11,
APOKROMATIK,11,
APOLOGETIKA,11,
APOSIOPESIS,11,
APOSISIONAL,11,
APOSTERIORI,11,
ARGUMENTASI,11,Alasan penguat pendapat
ARISTOKRASI,11,
ARISTOTELES,11,
ARKEOZOIKUM,11,
ARTIKULATOR,11,
ARTIODAKTIL,11,
ASKETISISME,11,
ASMARADANTA,11,
ASMARANDANA,11,
ASTADIKPALA,11,
ASTEOSITOMA,11,
ASTROFISIKA,11,Cabang ilmu bintang
AUDIOVISUAL,11,
AUGMENTATIF,11,
AURIKULARIA,11,
AUTOBIOGRAF,11,
AUTOKLASTIK,11,
AVERTEBRATA,11,
AVUNKULOKAL,11,
BAHRULHAYAT,11,
BAITULHARAM,11,
BAKALAUREAT,11,
BAKTERIOFAG,11,
BAKTERIOLOG,11,
BAKTERISIDA,11,
BANDASRAYAN,11,
BANJARMASIN,11,
BEATIFIKASI,11,
BEGANDERING,11,
BEKERNYUTAN,11,
BELANDONGAN,11,
BELENGKOKAN,11,
BELIMBINGAN,11,
BERABONEMEN,11,
BERADAPTASI,11,
BERAFILIASI,11,
BERAKHIRKAN,11,
BERANGGAPAN,11,
BERANGKULAN,11,
BERASONANSI,11,
BERASOSIASI,11,
BERASPIRASI,11,
BERASTAKONA,11,
BERASURANSI,11,
BERAUDIENSI,11,
BERBANJARAN,11,
BERBARENGAN,11,
BERBASISKAN,11,
BERBATASKAN,11,
BERBELULANG,11,
BERBENGKUNG,11,
BERCAMPURAN,11,
BERCENDAWAN,11,
BERCINTAKAN,11,
BERDANGKUNG,11,
BERDANSANAK,11,
BERDASARKAN,11,
BERDATANGAN,11,
BERDEDIKASI,11,
BERDEMPETAN,11,
BERDENGKING,11,
BERDENGKUNG,11,
BERDENTUMAN,11,
BERDESINGAN,11,
BERDISIPLIN,11,
BERDOMISILI,11,
BERDUKACITA,11,
BEREKSKURSI,11,
BEREKSPANSI,11,
BEREMIGRASI,11,
BEREVAKUASI,11,
BERFALSAFAH,11,
BERGANGGANG,11,
BERGELAMBIR,11,
BERGENDAKAN,11,
BERGONTOKAN,11,
BERGULINGAN,11,
BERGURINDAM,11,
BERHALANGAN,11,
BERHARAPKAN,11,
BERHIDANGAN,11,
BERHUBUNGAN,11,
BERIDEOLOGI,11,
BERIMIGRASI,11,
BERINDIKASI,11,
BERINFLEKSI,11,
BERISTIBDAD,11,
BERISTIGFAR,11,
BERISTRIKAN,11,
BERJOMPAKAN,11,
BERJUMBAIAN,11,
BERJUNTAIAN,11,
BERKACAMATA,11,
BERKAMPAIAN,11,
BERKAMPANYE,11,
BERKATEGORI,11,
BERKAVELING,11,
BERKEADILAN,11,
BERKEAHLIAN,11,
BERKECAMBAH,11,
BERKECANDAN,11,
BERKEGIATAN,11,
BERKEHENDAK,11,
BERKELAINAN,11,
BERKELALUAN,11,
BERKELILING,11,
BERKELOMPOK,11,
BERKELUARGA,11,
BERKEREDONG,11,
BERKERINGAT,11,
BERKERIUTAN,11,
BERKERUDUNG,11,
BERKERUNYUT,11,
BERKOLOKASI,11,
BERKOMENTAR,11,
BERKOMPROMI,11,
BERKOPERASI,11,
BERKORELASI,11,
BERKUALITAS,11,
BERLAMPARAN,11,
BERLANDASAN,11,
BERLANGLANG,11,
BERLANGSUNG,11,
BERLANJUTAN,11,
BERLANTASAN,11,
BERLAWALATA,11,
BERLOMPATAN,11,
BERLONCATAN,11,
BERLONTARAN,11,
BERMAKRIFAT,11,
BERMALAIKAN,11,
BERMANDIKAN,11,
BERMARTABAT,11,
BERMEDITASI,11,
BERMODALKAN,11,
BERMUNCULAN,11,
BERNAPASKAN,11,
BERNITROGEN,11,
BEROLAHRAGA,11,
BERONDONGAN,11,
BERPACANGAN,11,
BERPAKANKAN,11,
BERPANCARAN,11,
BERPANCURAN,11,
BERPANDUKAN,11,
BERPATUNGAN,11,
BERPAYUDARA,11,
BERPEGANGAN,11,
BERPEMATANG,11,
BERPEMBULUH,11,
BERPENCARAN,11,
