answer,length,clue
ABSTINENSI,10,
ABSURDISME,10,
ADAKALANYA,10,
ADIAKTINIK,10,
ADIBANGKIT,10,
ADIBINTANG,10,
ADIKODRATI,10,
ADIPOSITAS,10,
ADJEKTIVAL,10,
ADPERTENSI,10,
ADRENERGIK,10,
ADSTRINGEN,10,
ADVENTISIA,10,
ADVERTENSI,10,
AEROFISIKA,10,
AFGANISTAN,10,Negara Asia dikuasai Taliban
AFRODISIAK,10,Perangsang gairah seksual
AGLOMERASI,10,
AGLUTINASI,10,
AGORAFOBIA,10,
AGRIBISNIS,10,
AGROBISNIS,10,
AGROWISATA,10,
AHLULKITAB,10,
AHLULKUBUR,10,
AINULBANAT,10,
AINULYAKIN,10,
AKADEMIKUS,10,
AKOMODATIF,10,
AKREDITASI,10,
AKROMEGALI,10,
AKSARAWATI,10,
AKSELERASI,10,Percepatan suatu gerak
AKSENTUASI,10,
AKSEPTABEL,10,
AKSIDENTAL,10,
AKSIOMATIS,10,
AKUAKULTUR,10,
AKULTURASI,10,
AKUMULATIF,10,
AKUMULATOR,10,
AKUPUNKTUR,10,Terapi tusuk jarum
ALBEDOGRAF,10,
ALBUMINOIT,10,
ALIMENTASI,10,
ALKITABIAH,10,
ALMARHUMAH,10,
ALOMERISME,10,
ALTERNATIF,10,Pilihan pengganti lain
ALTERNATOR,10,Dinamo penghasil listrik
ALTRUISTIS,10,
AMALGAMASI,10,
AMATIRISME,10,
AMBIGUITAS,10,
AMBULATORI,10,
AMELIORASI,10,
AMEROSPORA,10,
AMFITEATER,10,
AMNIONITIS,10,
AMORTISASI,10,
ANABOLISME,10,
ANAKOLUTON,10,
ANAPTIKSIS,10,
ANARKISTIS,10,
ANEMOMETER,10,
ANGGREKWAN,10,
ANGKASAWAN,10,Penjelajah antariksa
ANGKRINGAN,10,
ANHIDROSIS,10,
ANISOGAMET,10,
ANISOKORIA,10,
ANJANGSANA,10,
ANJANGSONO,10,
ANOFTALMUS,10,
ANONIMITAS,10,Keadaan tanpa nama
ANORGASTIK,10,
ANTAKESUMA,10,
ANTARBENUA,10,
ANTARPULAU,10,
ANTARRUANG,10,
ANTAWACANA,10,
ANTERIDIUM,10,
ANTIANEMIA,10,
ANTIBARION,10,
ANTIBIOSIS,10,
ANTIBIOTIK,10,Obat pembasmi bakteri
ANTIKLINAL,10,
ANTIMATERI,10,Kebalikan zat biasa
ANTIMONIUM,10,
ANTIMUNTAH,10,
ANTIPROTON,10,
ANTISEPSIS,10,
ANTISEPTIK,10,Cairan pembunuh kuman
ANTISIKLON,10,
ANTISIMPUL,10,
ANTISIPASI,10,Persiapan menghadapi kemungkinan
ANTISOSIAL,10,Enggan bergaul dengan masyarakat
ANTITOKSIN,10,
ANTITRAGUS,10,
ANTRAKNOSA,10,
ANTROPOLOG,10,Ahli ilmu manusia
ANTUSIASME,10,Semangat menggebu-gebu
APOLOGETIS,10,
APOSEMATIK,10,
APRESIATIF,10,
APRESORIUM,10,
ARISTOKRAT,10,Kaum bangsawan ningrat
ARISTOTIPE,10,
ARITMETIKA,10,
ARKEGONIUM,10,
ARKEOLOGIS,10,
ARKILEKSEM,10,
ARSIPELAGO,10,
ARSITEKTUR,10,Seni rancang bangunan
ARTIFISIAL,10,
ARTIKULASI,10,
ASETABULUM,10,
ASETIMETER,10,
ASIDIMETER,10,
ASIMILATIF,10,
ASKARIASIS,10,
ASMARAGAMA,10,
ASMARALOKA,10,
ASTIGMATIS,10,
ASTRONOMIS,10,
ATMOSFERIS,10,
AUDIOMETER,10,
AUDITORIUM,10,Ruang pertemuan besar
AUSKULTASI,10,
AUTOTOKSIN,10,
AUTOTROFIK,10,
AWAMINERAL,10,
BABESIASIS,10,
BAHWASANYA,10,
BAKTEREMIA,10,
BAKTERISID,10,
BALNEOLOGI,10,
BANDITISME,10,
BANGLADESH,10,
BARANGKALI,10,
BARBARISME,10,
BARBITURAT,10,
BARKOMETER,10,
BARUNAWATI,10,
BAYANGKARA,10,
BAYANGKARI,10,
BEGANDRING,10,
BELAKANGAN,10,
BELANGIRAN,10,
BELENGKONG,10,
BELINGKANG,10,
BELONGKANG,10,
BELONGKENG,10,
BELONGSONG,10,
BELUNGKANG,10,
BELUNGSING,10,
BENEFAKTIF,10,
BENGKARUNG,10,
BENGKAWANG,10,
BENGKAYANG,10,
BENGKUNANG,10,
BENTANGKAN,10,Menghamparkan hingga terbuka
BEPERCIKAN,10,
BERABARKAN,10,
BERAGITASI,10,
BERAJOJING,10,
BERAKROBAT,10,
BERALANGAN,10,
BERALASKAN,10,
BERALIANSI,10,
BERANGGOTA,10,
BERANGSANG,10,
BERANGSONG,10,
BERANTUKAN,10,
BERAPUNGAN,10,
BERARGUMEN,10,
BERARISKAN,10,
BERASASKAN,10,
BERATAPKAN,10,
BERBAHAGIA,10,
BERBAHASAN,10,
BERBALAPAN,10,
BERBALIKAN,10,
BERBANDING,10,
BERBANGKIT,10,
BERBATASAN,10,
BERBELAHAN,10,
BERBELANJA,10,
BERBENTENG,10,
BERBENTROK,10,
BERBETULAN,10,
BERBIMBING,10,
BERBINGKAI,10,
BERBINIKAN,10,
BERBINTANG,10,
BERBONGKAH,10,
BERBUNTANG,10,
BERCABIRAN,10,
BERCAMBANG,10,
BERCANGGAH,10,
BERCANGKUK,10,
BERCELOTEH,10,
BERCEMBURU,10,
BERCEMETUK,10,
BERCENCANG,10,
BERCENDUAI,10,
BERCENGKIH,10,
BERCERAIAN,10,
BERCERAMAH,10,
BERCIRIKAN,10,
BERCOANGAN,10,
BERCUCURAN,10,
BERDAHANAM,10,
BERDAMPING,10,
BERDANGDUT,10,
BERDEKATAN,10,
BERDENDANG,10,
BERDENGING,10,
BERDENGKUR,10,
BERDENGKUS,10,
BERDENGUNG,10,
BERDENTANG,10,
BERDENTING,10,
BERDENTUNG,10,
BERDINDING,10,
BERDISKUSI,10,
BERDURHAKA,10,
BEREFRAKSI,10,
BEREKONOMI,10,
BEREKREASI,10,
BERENANGAN,10,
BERENGSAAN,10,
BERENTETAN,10,
BEREVOLUSI,10,
BERFANTASI,10,
BERGAMITAN,10,
BERGANDENG,10,
BERGANDING,10,
BERGANDUNG,10,
BERGANTUNG,10,
BERGARANSI,10,
BERGAYUTAN,10,
BERGEJOLAK,10,
BERGELEGAR,10,
BERGEMBIRA,10,
BERGEMBUNG,10,
BERGEMURUH,10,
BERGENDANG,10,
BERGENGGAM,10,
BERGERETAK,10,
BERGERILYA,10,
BERGEROCOK,10,
BERGESERAN,10,
BERGILIRAN,10,
BERGOLEKAN,10,
BERGONJONG,10,
BERGOSOKAN,10,
BERGRANULA,10,
BERGUGURAN,10,
BERGUNCANG,10,
BERGUNJING,10,
BERGUSELAN,10,
BERHARAPAN,10,
BERHIASKAN,10,
BERHIKAYAT,10,
BERHILIRAN,10,
BERHULUKAN,10,
BERIJTIHAD,10,
BERIKHTIAR,10,
BERIKTIKAD,10,
BERIMANKAN,10,
BERIMPITAN,10,
BERINGISAN,10,
BERINGSANG,10,
BERINISIAL,10,
BERJAIPONG,10,
BERJALINAN,10,
BERJANJANG,10,
BERJANTANG,10,
BERJANTUNG,10,
BERJATUHAN,10,
BERJENGKOT,10,
BERJENJANG,10,
BERJENTERA,10,
BERJERAWAT,10,
BERJERMANG,10,
BERJERUMAT,10,
BERJINJANG,10,
BERJONGKOK,10,
BERJURAIAN,10,
BERKAKAKAN,10,
BERKALIBER,10,
BERKAMPUNG,10,
BERKANDUNG,10,
BERKANTONG,10,
BERKAPARAN,10,
BERKARAOKE,10,
BERKASIDAH,10,
BERKECIPAK,10,
BERKECUALI,10,
BERKECUMIK,10,
BERKEJUTAN,10,
BERKEKALAN,10,
BERKELADAK,10,
BERKELAKAR,10,
BERKELAMBU,10,
BERKELAMIN,10,
BERKELETAH,10,
BERKELIJAK,10,
BERKELOPAK,10,
BERKELUMUN,10,
BERKEMBANG,10,
BERKENALAN,10,
BERKENDARA,10,
BERKENDURI,10,
BERKERABAT,10,
BERKERAMAS,10,
BERKEREKET,10,
BERKERIPUT,10,
BERKERISIK,10,
BERKEROTAK,10,
BERKERUYUK,10,
BERKHALWAT,10,
BERKHASIAT,10,
BERKHIANAT,10,
BERKHIDMAT,10,
BERKHOTBAH,10,
BERKIBARAN,10,
BERKILATAN,10,
BERKILAUAN,10,
BERKINERJA,10,
BERKIRIMAN,10,
BERKISARAN,10,
BERKOALISI,10,
BERKOMPLOT,10,
BERKULAIAN,10,
BERKUNDANG,10,
BERLAMBANG,10,
BERLANCANG,10,
BERLANCING,10,
BERLANGKAH,10,
BERLANTUNG,10,
BERLARASAN,10,
BERLAWANAN,10,
BERLAYAPAN,10,
BERLEBARAN,10,
BERLEBIHAN,10,
BERLEKATAN,10,
BERLELEHAN,10,
BERLELERAN,10,
BERLELUASA,10,
BERLELUCON,10,
BERLEMBAGA,10,
BERLENGGEK,10,
BERLENGKAP,10,
BERLENGKET,10,
BERLENGKOK,10,
BERLENTING,10,
BERLESEHAN,10,
BERLEWATAN,10,
BERLINGKAR,10,
BERLISTRIK,10,
BERLONGGOK,10,
BERLUMURAN,10,
BERLUMUTAN,10,
BERMAHKOTA,10,
BERMANFAAT,10,
BERMANUVER,10,
BERMATAKAN,10,
BERMATIKAN,10,
BERMEKARAN,10,
BERMENANTU,10,
BERMENGKAL,10,
BERMESRAAN,10,
BERMETERAI,10,
