answer,length,clue
PENANGGAH,9,
PENANGGUK,9,
PENANGKAL,9,
PENANGKAP,9,
PENANGKAR,9,
PENANGKIS,9,
PENANTANG,9,
PENANTIAN,9,
PENANYAAN,9,
PENAPAIAN,9,
PENARAHAN,9,
PENARIFAN,9,
PENARIKAN,9,
PENASARAN,9,
PENASIHAT,9,
PENATAPAN,9,
PENATARAN,9,
PENAUNGAN,9,
PENAWANAN,9,
PENAWARAN,9,
PENCADANG,9,
PENCAIRAN,9,
PENCALANG,9,
PENCANANG,9,
PENCAPLOK,9,
PENCARIAN,9,
PENCARTER,9,
PENCATUAN,9,
PENCELAAN,9,
PENCEMEEH,9,
PENCERITA,9,
PENCIRIAN,9,
PENCIUMAN,9,
PENCIUTAN,9,
PENCOBAAN,9,
PENCOBLOS,9,
PENCOLENG,9,
PENCUCIAN,9,
PENCURIAN,9,
PENDAFTAR,9,
PENDAGANG,9,
PENDAGING,9,
PENDAHULU,9,
PENDAKIAN,9,
PENDAKWAH,9,
PENDANAAN,9,
PENDATAAN,9,
PENDATANG,9,
PENDAULAT,9,
PENDAYANG,9,
PENDAYUNG,9,
PENDENDAM,9,
PENDENGAR,9,
PENDENGKI,9,
PENDERITA,9,
PENDESAIN,9,
PENDEWAAN,9,
PENDINGIN,9,
PENDIRIAN,9,
PENDOBRAK,9,
PENDORONG,9,
PENDUKUNG,9,
PENDULANG,9,
PENEBARAN,9,
PENEBASAN,9,
PENEBATAN,9,
PENEBUKAN,9,
PENEBUSAN,9,
PENEGAKAN,9,
PENEGASAN,9,
PENEGUHAN,9,
PENEKANAN,9,
PENEKELAN,9,
PENEKENAN,9,
PENELAHAN,9,
PENELANAN,9,
PENELURAN,9,
PENEMBANG,9,
PENEMPAAN,9,
PENENGGEK,9,
PENENGKAR,9,
PENENTANG,9,
PENENTUAN,9,
PENENUNAN,9,
PENERALAN,9,
PENERAPAN,9,
PENERBANG,9,
PENERKAAN,9,
PENERUSAN,9,
PENETAPAN,9,
PENETASAN,9,
PENETRASI,9,Penerobosan atau penembusan
PENGABUAN,9,
PENGACARA,9,
PENGACUAN,9,
PENGADAAN,9,
PENGADANG,9,
PENGADUAN,9,
PENGAIRAN,9,
PENGAJIAN,9,
PENGAJUAN,9,
PENGAKTIF,9,
PENGAKUAN,9,
PENGALANG,9,
PENGAMBIL,9,
PENGAMPUN,9,
PENGANCAM,9,
PENGANDAK,9,
PENGANDAM,9,
PENGANDAR,9,
PENGANDUH,9,
PENGANGON,9,
PENGANJUR,9,
PENGANTAR,9,
PENGANTIN,9,Mempelai baru menikah
PENGANTRE,9,
PENGARANG,9,
PENGARSIP,9,
PENGASOAN,9,
PENGASONG,9,
PENGASUNG,9,
PENGAUDIT,9,
PENGAYAAN,9,
PENGEDANG,9,
PENGEJAAN,9,
PENGELANA,9,
PENGELOLA,9,
PENGEMBUN,9,
PENGEMBUS,9,
PENGEMUDI,9,
PENGENAAN,9,
PENGENCER,9,
PENGENTAK,9,
PENGENTAL,9,
PENGEPUNG,9,
PENGERING,9,
PENGGABUS,9,
PENGGADAI,9,
PENGGADUH,9,
PENGGAGAL,9,
PENGGAGAS,9,
PENGGALAN,9,
PENGGALAS,9,
PENGGANAS,9,
PENGGANTI,9,
PENGGARAP,9,
PENGGARIS,9,
PENGGARUK,9,
PENGGAYUT,9,
PENGGEDOR,9,
PENGGEMAR,9,
PENGGEMUK,9,
PENGGENAP,9,
PENGGERAK,9,
PENGGEREK,9,
PENGGESEK,9,
PENGGETAR,9,
PENGGILAP,9,
PENGGILAS,9,
PENGGODAM,9,
PENGGORES,9,
PENGGOSIP,9,
PENGGOSOK,9,
PENGGUBAH,9,
PENGGUGAH,9,
PENGGUGAT,9,
PENGGUGUP,9,
PENGHALAL,9,
PENGHALAU,9,
PENGHAPUS,9,
PENGHASIL,9,
PENGHASUT,9,
PENGHAYAT,9,
PENGHENTI,9,
PENGHIBUR,9,
PENGHIJAU,9,
PENGHIRUK,9,
PENGHITAM,9,
PENGHUJAT,9,
PENGIASAN,9,
PENGICUAN,9,
PENGIKLAN,9,
PENGILANG,9,
PENGIMBAL,9,
PENGIMPOR,9,
PENGINDAH,9,
PENGINDRA,9,
PENGINJIL,9,
PENGINTAI,9,
PENGIONAN,9,
PENGIRAAN,9,
PENGIRING,9,
PENGISIAN,9,
PENGKLAIM,9,
PENGKOLAN,9,
PENGLIHAT,9,
PENGOBENG,9,
PENGOBJEK,9,
PENGONSEP,9,
PENGOTAAN,9,
PENGRAJIN,9,
PENGRAWIT,9,
PENGUAPAN,9,
PENGUARAN,9,
PENGUATAN,9,
PENGUDUNG,9,
PENGUJIAN,9,
PENGUJUNG,9,
PENGULANG,9,
PENGUMBUK,9,
PENGUMPAK,9,
PENGUMPAT,9,
PENGUMPIL,9,
PENGUMPUL,9,
PENGUNGSI,9,
PENGURANG,9,
PENGUSAHA,9,
PENGUSULI,9,
PENGUSUNG,9,
PENIADAAN,9,
PENIKAMAN,9,
PENILAIAN,9,
PENILIKAN,9,
PENIMBAAN,9,
PENIMBANG,9,
PENINGGAL,9,
PENINGKAH,9,
PENINGSET,9,
PENIRISAN,9,
PENISILIN,9,Antibiotik dari jamur
PENITENSI,9,
PENITIPAN,9,
PENITISAN,9,
PENJADIAN,9,
PENJAGAAN,9,
PENJAMBAK,9,
PENJAMUAN,9,
PENJANGAK,9,
PENJANGAT,9,
PENJARIAN,9,
PENJEMPUT,9,
PENJENANG,9,
PENJERNIH,9,
PENJUALAN,9,
PENJUDIAN,9,
PENJURIAN,9,
PENOBATAN,9,
PENOKOHAN,9,
PENOLAKAN,9,
PENOMORAN,9,
PENONGKAT,9,
PENOPIKAN,9,
PENSIUNAN,9,
PENSKORAN,9,
PENSYARAH,9,
PENTAGRAM,9,Bintang bersudut lima
PENTILASI,9,
PENTUNGAN,9,
PENUANGAN,9,
PENUGASAN,9,
PENUJUMAN,9,
PENUKARAN,9,
PENULARAN,9,
PENULISAN,9,
PENUMPANG,9,
PENUNAIAN,9,
PENUNDAAN,9,
PENUNGGAK,9,
PENUNGKUL,9,
PENUNJANG,9,
PENURUNAN,9,
PENUTUPAN,9,
PENUTURAN,9,
PENYABLON,9,
PENYABUNG,9,
PENYAJIAN,9,
PENYAMAAN,9,
PENYAMBAR,9,
PENYAMBIT,9,
PENYAMBUT,9,
PENYAMPAH,9,
PENYAMPAI,9,
PENYAMPUL,9,
PENYANDAR,9,
PENYANGGA,9,
PENYANGSI,9,
PENYANTUN,9,
PENYAPUAN,9,
PENYARING,9,
PENYARUAN,9,
PENYATUAN,9,
PENYAUKAN,9,
PENYAYANG,9,
PENYEARAH,9,
PENYEKANG,9,
PENYELAAN,9,
PENYELING,9,
PENYEMBAH,9,
PENYEMBUH,9,
PENYEMBUR,9,
PENYEMPAL,9,
PENYEMUAN,9,
PENYENGAP,9,
PENYENGAT,9,
PENYENSOR,9,
PENYENTUH,9,
PENYERANG,9,
PENYERGAP,9,
PENYERKUP,9,
PENYERUAN,9,
PENYERUDI,9,
PENYETARA,9,
PENYEWAAN,9,
PENYIAPAN,9,
PENYIARAN,9,
PENYIGIAN,9,
PENYIMPAN,9,
PENYINDIR,9,
PENYITAAN,9,
PENYODOMI,9,
PENYOKONG,9,
PENYORTIR,9,
PENYUAPAN,9,
PENYUCIAN,9,
PENYULAAN,9,
PENYUMBAT,9,
PENYUMPAH,9,
PENYUMPIT,9,
PENYUNDUL,9,
PENYUNDUT,9,
PENYUPLAI,9,
PENYURVEI,9,
PENYUSUAN,9,
PENZIARAH,9,
PEPOHONAN,9,
PEPTIDASE,9,
PERACIKAN,9,
PERACUNAN,9,
PERADABAN,9,
PERADILAN,9,
PERAGAWAN,9,
PERAJUTAN,9,
PERAKARAN,9,
PERAKITAN,9,
PERAKUNAN,9,
PERALAHAN,9,
PERALATAN,9,
PERALIHAN,9,
PERAMBUAN,9,
PERAMPANG,9,
PERANAKAN,9,
PERANCANG,9,
PERANCUNG,9,
PERANGKAI,9,
PERANGKAP,9,Jebakan buat mangsa
PERANGKAT,9,Kumpulan alat lengkap
PERANTARA,9,
PERARAKAN,9,
PERASAIAN,9,
PERASANAN,9,
PERASAPAN,9,
PERASUKAN,9,
PERATURAN,9,
PERAWAKAN,9,
PERAWANAN,9,
PERAWATAN,9,
PERAYONAN,9,
PERBAHASA,9,
PERBAIKAN,9,
PERBANKAN,9,
PERBARAAN,9,
PERBAURAN,9,
PERBEDAAN,9,
PERBUAHAN,9,
PERBUALAN,9,
PERBUATAN,9,
PERBUKUAN,9,
PERBURUAN,9,
PERCALOAN,9,
PERCOBAAN,9,
PERCONTOH,9,
PERDARAAN,9,
PERDAYAAN,9,
PERDESAAN,9,
PEREBUTAN,9,
PEREDAMAN,9,
PEREDARAN,9,
PEREKAMAN,9,
PEREMASAN,9,
PEREMPUAN,9,Kaum hawa
PEREMUKAN,9,
PERENCANA,9,
PERENGGAN,9,
PERENGKAT,9,
PERESAPAN,9,
PERESMIAN,9,
PERETAKAN,9,
PERETASAN,9,
PERFEKTIF,9,
PERFILMAN,9,
PERFORASI,9,
PERGAULAN,9,
PERGIGIAN,9,
PERGUAMAN,9,
PERGULAAN,9,
PERGURUAN,9,
PERHAJIAN,9,
PERHATIAN,9,
PERHIASAN,9,
PERHUMAAN,9,
PERIFERAL,9,
PERIFITON,9,
PERIFRASA,9,
PERIKANAN,9,
PERIKATAN,9,
PERIKSAAN,9,
PERIMETER,9,Total garis keliling
PERIMPING,9,
PERINCIAN,9,
PERINDANG,9,
PERINDUAN,9,
PERINGGAN,9,
PERINGKAT,9,Urutan kedudukan
PERINTANG,9,
PERINTIAN,9,
PERISPORA,9,
PERISTIWA,9,Kejadian penting berlalu
PERIZINAN,9,
PERJAMUAN,9,
PERJUDIAN,9,
PERKALIAN,9,
PERKATAAN,9,
PERKAUMAN,9,
PERKAYUAN,9,
PERKELANG,9,
PERKENAAN,9,
PERKIALAN,9,
PERKIRAAN,9,
PERKOLASI,9,
PERKOPIAN,9,
PERKOTAAN,9,
PERKUBUAN,9,
PERKUDAAN,9,
PERLAGAAN,9,
PERLAINAN,9,
PERLAJUAN,9,
PERLAKUAN,9,
PERLENTEH,9,
PERLINTIH,9,
PERLUASAN,9,
PERLUKAAN,9,
PERMAAFAN,9,
PERMADANI,9,Karpet tebal mewah
PERMADUAN,9,
PERMAINAN,9,
PERMAUTAN,9,
PERMEABEL,9,
PERMUKAAN,9,
PERMULAAN,9,
PERMUTASI,9,
PEROBEKAN,9,
PEROBOHAN,9,
PEROBOTAN,9,
PEROKETAN,9,
PEROKSIDA,9,Senyawa oksida pemutih
PEROLAKAN,9,
PEROLEHAN,9,
PERONCEAN,9,
PERONDAAN,9,
PEROTOTAN,9,
PERPADIAN,9,
PERPADUAN,9,
PERPAUTAN,9,
PERPETAAN,9,
PERPIPAAN,9,
PERSAMAAN,9,
PERSANGGA,9,
PERSATUAN,9,
PERSEKUSI,9,
PERSENTIL,9,
PERSEPTIF,9,
PERSERIAN,9,
PERSEROAN,9,
PERSIAPAN,9,
PERSIARAN,9,
PERSOALAN,9,
PERSOTOAN,9,
PERSUASIF,9,
PERSUCIAN,9,
PERSUKUAN,9,
PERSUSUAN,9,
PERTALIAN,9,
PERTANIAN,9,
PERTAPAAN,9,
PERTAUTAN,9,
PERTEMUAN,9,
PERTERAAN,9,
PERTIGAAN,9,
PERTOKOAN,9,
PERTUANAN,9,
PERTUNJUK,9,
PERUANGAN,9,
PERUBAHAN,9,
PERUKUPAN,9,
PERULASAN,9,
PERUMAHAN,9,
PERUMPUNG,9,
PERUMUSAN,9,
PERUNDING,9,
PERUNJUNG,9,
PERURAIAN,9,
PERUSAKAN,9,
PERUSUHAN,9,
PERUTUSAN,9,
PERWALIAN,9,
PERZINAAN,9,
PERZONAAN,9,
PESAKITAN,9,
PESANTREN,9,
PESEMAIAN,9,
PESERTAAN,9,
PESIMISME,9,
PESIRAMAN,9,
PESTISIDA,9,Racun pembasmi hama
PETANDANG,9,
PETARUHAN,9,
PETENTENG,9,
PETERSELI,9,
PETIDURAN,9,
PETILASAN,9,
PETIRAHAN,9,
PETISIWAN,9,
PETROGRAM,9,
PETROLEUM,9,Minyak bumi mentah
PETROLOGI,9,
PETROMAKS,9,
PETUALANG,9,
PETUTURAN,9,
PEWAKTUAN,9,
PEWARISAN,9,
PEWARNAAN,9,
PEWARTAAN,9,
PEWUJUDAN,9,
PIANGGANG,9,
PIKOFARAD,9,
PIKTOGRAM,9,
PILOSITAS,9,
PINGGIRAN,9,
PINISEPUH,9,
PIRAMIDAL,9,
PIROFILIT,9,
PIROFOBIA,9,
PIROLISIS,9,
PIROMANIA,9,
PIROMETER,9,
PISOVONUS,9,
PITOMETER,9,
PLAGIATOR,9,
PLAKSEGEL,9,
PLANETOID,9,
PLANISFER,9,
PLANOLOGI,9,
PLASMOSIS,9,
PLATINOID,9,
PLEIOGAMI,9,
PLENGKUNG,9,
PLEONASME,9,
PLURIFORM,9,
PLUTONIUM,9,Logam radioaktif nuklir
PNEUMONIA,9,Radang paru-paru
POLARITAS,9,Pertentangan dua kutub
POLIANDRI,9,
POLIANTUS,9,
POLIESTER,9,
POLIFAGIA,9,
POLIHALIN,9,
POLINESIA,9,
POLIPETAL,9,
POLIPLOID,9,
POLISEPAL,9,
POLITBIRO,9,
POLITIKUS,9,Ahli urusan kenegaraan
PONDONGAN,9,
POPULISME,9,
PORISITAS,9,
POROSITAS,9,
POSTERIOR,9,
POTENSIAL,9,Memiliki kemampuan terpendam
PRADESAIN,9,
PRAGMATIK,9,
PRAGMATIS,9,
PRAKILANG,9,
PRAKIRAAN,9,
PRAKTIKAN,9,
PRAKTIKUM,9,
PRAMODERN,9,
PRAMUBAYI,9,
PRAMUGARA,9,
PRAMUGARI,9,Pelayan penumpang pesawat
PRAMUJASA,9,
PRAMUSAJI,9,Pelayan pesanan makanan
PRAMUSIWI,9,
PRAMUTAMU,9,
PRAREMAJA,9,
PRASANGKA,9,Anggapan buruk tanpa bukti
PRASARANA,9,
PRASMANAN,9,Ambil hidangan sendiri
PRASYARAT,9,Ketentuan awal wajib dipenuhi
PRATINJAU,9,
PRAWACANA,9,
PRAYUWANA,9,
PREANTENA,9,
PREKURSOR,9,
PREPOSISI,9,
PRESENTER,9,Pembawa acara televisi
PRESENTIL,9,
PRESIDIUM,9,
PREVENTIF,9,
PREWANGAN,9,
PRIMADONA,9,Pemeran utama pertunjukan opera
PRIORITAS,9,Hal yang diutamakan
PRIVILESE,9,
PRIYAGUNG,9,
PRODUKTIF,9,
PROGNOSIS,9,
PROGRESIF,9,
PROHIBISI,9,
PROKLITIK,9,
PROKSIMAL,9,
PROKSIMAT,9,
PROKURASI,9,
PROLEKSEM,9,
PROMENADE,9,
PROMETIUM,9,
PRONOMINA,9,
PROPILENA,9,
PROPOSISI,9,Rancangan suatu usulan
PROSENIUM,9,
PROSPEKSI,9,
PROSTETIK,9,Anggota tubuh buatan
PROTANDRI,9,
PROTEKTIF,9,
PROTESTAN,9,Aliran agama Kristen
PROTORAKS,9,
PROTOTIPE,9,Model awal sebuah produk
PROVOKASI,9,Tindakan menghasut kemarahan
PROYEKTIL,9,Peluru dari meriam
PROYEKTOR,9,Alat penayang gambar layar
PSEUDONIM,9,
PSIKIATER,9,Dokter ahli jiwa
PSIKIATRI,9,Ilmu kedokteran jiwa
PSIKOLOGI,9,Ilmu jiwa manusia
PSIKOPATI,9,
PSORIASIS,9,
PTEROPODA,9,
PUBLIKASI,9,Penyiaran ke umum
PUITISASI,9,
PUNAKAWAN,9,
PUNGGAHAN,9,
PUNGKASAN,9,
PUNGTUASI,9,
PUNTIANAK,9,Hantu perempuan menyeramkan
PURBAKALA,9,Zaman dahulu kala
PURNAJUAL,9,
PURWAPADA,9,
PURWARUPA,9,Model awal produk
PUSKESMAS,9,
PUSPADANA,9,
PUSPAMALA,9,
PUTARWALI,9,
PUTRAWALI,9,
PUYONGHAI,9,
QIAMULAIL,9,
RABULIZAT,9,
RADIOGRAF,9,
RADIOGRAM,9,
RADIOLOGI,9,Ilmu sinar rontgen
RAKSABUMI,9,
RAKSAMALA,9,
RANCANGAN,9,
RANGKAIAN,9,
RANGKAKAN,9,
RANGKIANG,9,
RANGKULAN,9,
RANGKUMAN,9,
RANJUNGAN,9,
REAGENSIA,9,
REAKTANSI,9,
REALISASI,9,Pelaksanaan secara nyata
REALISTIS,9,
REALOKASI,9,
REBOISASI,9,
REEDUKASI,9,
REFERENSI,9,Sumber rujukan bacaan
REFLEKTIF,9,
REFLEKTOR,9,
REFORMASI,9,Perubahan tatanan menyeluruh
REFRAKTOR,9,
REGULATIF,9,
REGULATOR,9,Alat pengatur tekanan gas
REHIDRASI,9,
REKISITOR,9,
REKISITUR,9,
REKLAMASI,9,Pengurukan lahan pantai
REKOGNISI,9,
REKOLEKSI,9,
REKRUTMEN,9,Penerimaan tenaga kerja
REKUISISI,9,
RELAKSASI,9,Pengenduran otot tegang
RELEVANSI,9,Kaitan dengan topik
REMATISME,9,
REMEDIASI,9,
REMUNGGAI,9,
RENAISANS,9,Kebangkitan seni Eropa
RENCENGAN,9,
RENGADEAN,9,
RENGKIANG,9,
RENGKUDAH,9,
RENKINANG,9,
RENTANGAN,9,
RENTENGAN,9,
REPATRIAN,9,
REPERTOAR,9,
REPETITIF,9,
REPETITOR,9,
REPLIKASI,9,Proses menggandakan diri
REPORTASE,9,
