answer,length,clue
PENGULAS,8,
PENGULIT,8,
PENGULUN,8,
PENGUNCI,8,
PENGUNDI,8,
PENGUPAM,8,
PENGUPAS,8,
PENGURUS,8,
PENGUSIK,8,
PENGUSIR,8,
PENGUSUL,8,
PENGUTIK,8,
PENGUTIL,8,
PENGUTIP,8,
PENIARAM,8,
PENIKMAT,8,
PENIMBAL,8,
PENIMBUN,8,
PENINDAS,8,
PENINDIH,8,
PENINJAU,8,
PENIPUAN,8,
PENJABAT,8,
PENJAHAT,8,
PENJAHIT,8,
PENJAJAH,8,
PENJAJAP,8,
PENJALIN,8,
PENJAMAH,8,
PENJAMIN,8,
PENJARAH,8,
PENJARAM,8,
PENJAWAT,8,
PENJEBAK,8,
PENJEJAK,8,
PENJELAS,8,
PENJEPIT,8,
PENJILAT,8,
PENJILID,8,
PENJINAK,8,
PENJODOH,8,
PENJOLOK,8,
PENJOROK,8,
PENJURUS,8,
PENODONG,8,
PENOLOGI,8,
PENOLONG,8,
PENONTON,8,
PENOPANG,8,
PENSYAIR,8,
PENTAGIN,8,
PENTAGON,8,Bangun datar lima sisi
PENTOLAN,8,
PENTOTAL,8,
PENUAIAN,8,
PENUDUNG,8,
PENUMBUH,8,
PENUMBUK,8,
PENUMPAS,8,
PENUMPIL,8,
PENUNGGU,8,
PENUNJUK,8,
PENUNTUN,8,
PENUNTUT,8,
PENUNUAN,8,
PENYABAR,8,
PENYABET,8,
PENYABIT,8,
PENYABOT,8,
PENYADAP,8,
PENYADUR,8,
PENYAHUT,8,
PENYAING,8,
PENYAJAK,8,
PENYAKAP,8,
PENYAKAR,8,
PENYAKAT,8,
PENYAKIT,8,
PENYALAK,8,
PENYALIB,8,
PENYALIN,8,
PENYALUR,8,
PENYALUT,8,
PENYAMAK,8,
PENYAMAR,8,
PENYAMUN,8,
PENYANYI,8,
PENYAWAH,8,
PENYEBAB,8,
PENYEBAR,8,
PENYEBUT,8,
PENYEDAP,8,
PENYEDIA,8,
PENYEDIH,8,
PENYEDOT,8,
PENYEDUH,8,
PENYEGAN,8,
PENYEGAR,8,
PENYEGEL,8,
PENYEHAT,8,
PENYEJUK,8,
PENYEKAP,8,
PENYEKAT,8,
PENYELAM,8,
PENYELIA,8,
PENYEMAH,8,
PENYEMAT,8,
PENYEPAK,8,
PENYEPIT,8,
PENYEPUH,8,
PENYERAP,8,
PENYERET,8,
PENYEROK,8,
PENYERTA,8,
PENYESAH,8,
PENYETIR,8,
PENYETOP,8,
PENYETOR,8,
PENYIDIK,8,
PENYIKAT,8,
PENYIKSA,8,
PENYILAP,8,
PENYIRAM,8,
PENYIREP,8,
PENYIRIH,8,
PENYISIP,8,
PENYODOK,8,
PENYOGOK,8,
PENYOLOK,8,
PENYORAK,8,
PENYOROT,8,
PENYOSOH,8,
PENYUBUR,8,
PENYUDAH,8,
PENYUKAT,8,
PENYULAP,8,
PENYULIT,8,
PENYULUH,8,
PENYURUH,8,
PENYUSUL,8,
PENYUSUN,8,
PENYUSUP,8,
PENYUSUR,8,
PEPELING,8,
PEPERMIN,8,
PEPINDAN,8,
PEPUNDEN,8,
PERABAAN,8,
PERABUAN,8,
PERABUNG,8,
PERADANG,8,
PERADUAN,8,
PERAGAAN,8,
PERAGIAN,8,
PERAIRAN,8,
PERAMBAH,8,
PERAMBAT,8,
PERAMBUT,8,
PERAMPAS,8,
PERAMPOK,8,
PERANCAH,8,Rangka penyangga bangunan
PERANCIT,8,
PERANDAU,8,
PERANGAH,8,
PERANGAI,8,Tingkah laku atau tabiat
PERANGGI,8,
PERANGGU,8,
PERANGIN,8,
PERANJAT,8,
PERANTAU,8,
PERAPIAN,8,
PERASAAN,8,
PERAYAAN,8,
PERBATIN,8,
PERBEKEL,8,
PERBURUK,8,
PERCIKAN,8,
PERDIKAN,8,
PEREAKSI,8,
PEREDAAN,8,
PEREJANG,8,
PEREMPAT,8,
PERENANG,8,
PERENCAH,8,
PERENGUS,8,
PERENGUT,8,
PERENIAL,8,
PERENYAK,8,
PERENYUK,8,
PERFEKSI,8,
PERFORMA,8,Tingkat penampilan kerja
PERGEDEL,8,
PERIBOGA,8,
PERIBUDI,8,
PERIFERI,8,
PERILAKU,8,Respons terhadap lingkungan
PERIMBAS,8,
PERIMPIN,8,
PERINCIS,8,
PERINCIT,8,
PERINEUM,8,
PERINGGI,8,
PERINGIS,8,
PERINTAH,8,Instruksi wajib dilaksanakan
PERINTIS,8,
PERIODAT,8,
PERIODIK,8,
PERIRANA,8,
PERISKOP,8,Teropong kapal selam
PERKAKAS,8,Kumpulan alat kerja
PERKAMEN,8,Kulit hewan pengganti kertas
PERKEDEL,8,
PERKENAN,8,
PERKOLAR,8,
PERKOLER,8,
PERKUTUT,8,
PERLAHAN,8,
PERLENTE,8,
PERMALIN,8,
PERMANEN,8,
PERMASAN,8,
PERMISIF,8,
PERNEKEL,8,
PERNIKEL,8,
PERNISAN,8,
PEROHONG,8,
PEROMPAK,8,
PERONEAL,8,
PERONGOS,8,
PERONYOK,8,
PERPATIH,8,
PERSALIN,8,
PERSEKAT,8,
PERSEKOT,8,
PERSELAH,8,
PERSENAN,8,
PERSEPSI,8,Tanggapan atau pandangan seseorang
PERSETAN,8,
PERSONAL,8,
PERSONEL,8,Pegawai atau anggota awak
PERSONIL,8,
PERSUAAN,8,
PERSUASI,8,Ajakan meyakinkan orang lain
PERTALAN,8,
PERTANDA,8,Tanda akan terjadi sesuatu
PERTEPEL,8,
PERTUSIS,8,
PERUASAN,8,
PERUDANG,8,
PERUNGGU,8,Campuran tembaga dan timah
PERVERSI,8,
PERWATIN,8,
PESANGON,8,
PESANTAI,8,
PESANTAP,8,
PESINDEN,8,
PESUKUAN,8,
PETALING,8,
PETAMARI,8,
PETAMBAK,8,
PETARANG,8,
PETARUAN,8,
PETEGIAN,8,
PETEMBAK,8,
PETERANA,8,
PETERNAK,8,
PETIKRAH,8,
PETINGGI,8,
PETIOLUS,8,
PETOGRAM,8,
PETUDING,8,
PETUNANG,8,
PETUNDUK,8,
PETUNJUK,8,
PEWAYANG,8,
PEYORASI,8,
PEZIARAH,8,
PIJINASI,8,
PIKOGRAM,8,
PILASTER,8,
PILSENER,8,
PIMPINAN,8,
PINANGAN,8,
PINDAHAN,8,
PINGGANG,8,Bagian tubuh tempat sabuk
PINGITAN,8,
PINGPONG,8,
PINJAMAN,8,
PINTASAN,8,
PIOGENIK,8,
PIRAMIDA,8,Bangunan segitiga raksasa
PIREKSIA,8,
PIREKTIK,8,
PIRETRUM,8,
PIRIFORM,8,
PIRINGAN,8,
PIROKSEN,8,
PIRSAWAN,8,
PITINGAN,8,
PIWULANG,8,
PLANARIA,8,
PLANGKAN,8,
PLANKTON,8,Organisme laut sangat kecil
PLANTASE,8,
PLASENTA,8,Ari-ari pemberi nutrisi janin
PLASTRON,8,
PLATELET,8,
PLATFORM,8,Landasan atau program kerja
PLATINUM,8,Logam mulia abu-abu
PLATISMA,8,
PLATONIK,8,
PLEBISIT,8,
PLEIADES,8,
PLINPLAN,8,
PLINTENG,8,
PLUMBAGO,8,
PLURALIS,8,
PLUTONIK,8,
POLANDIA,8,
POLANTAS,8,Aparat pengatur kendaraan jalan
POLENTER,8,
POLIFASE,8,
POLIFONI,8,
POLIGAMI,8,Menikah lebih dari satu
POLIGINI,8,
POLIGLOT,8,
POLIGRAF,8,Alat pendeteksi kebohongan
POLIKROM,8,
POLISEMI,8,
POLISTER,8,
POLITEIS,8,
POLITENA,8,
POLITISI,8,Tokoh kancah kenegaraan
POLIVINI,8,
POLKADOT,8,
POLONGAN,8,
POLONIUM,8,
POLONTER,8,
POMOLOGI,8,
PONDAMEN,8,
PONDOKAN,8,
PONGGANG,8,
POPULASI,8,Jumlah seluruh penduduk daerah
PORFIRIA,8,
PORSELEN,8,Keramik halus mengilap
PORTABEL,8,
PORTEPEL,8,
PORTUGAL,8,Negeri penjelajah samudra Eropa
PORTUGIS,8,
POSITRON,8,
POSOLOGI,8,
POSTULAT,8,
POTASIUM,8,Unsur logam alkali
POTONGAN,8,
PRABAYAR,8,Diisi dulu sebelum dipakai
PRAJAKSA,8,
PRAJURIT,8,Anggota pasukan tentara
PRAKARSA,8,
PRAKARYA,8,
PRAKTISI,8,Pelaku bidang profesi
PRALAHIR,8,
PRAMURIA,8,
PRANATAL,8,
PRANIKAH,8,
PRAPATAN,8,
PRAPUBER,8,
PRAREKAM,8,
PRASARAN,8,
PRASASTI,8,Tulisan kuno pada batu
PRASAWYA,8,
PRASETIA,8,
PRASTUDI,8,
PRAYITNA,8,
PREADVIS,8,
PREAMBUL,8,
PREDATOR,8,Pemangsa di alam
PREDIKAT,8,Gelar atau sebutan kehormatan
PREDIKSI,8,Perkiraan kejadian mendatang
PREMATUR,8,
PREMOLAR,8,
PRENATAL,8,
PREPARAT,8,
PRESEDEN,8,Contoh kejadian terdahulu
PRESENSI,8,
PRESIDEN,8,Kepala negara tertinggi
PRESTASI,8,Hasil kerja membanggakan
PRESTISE,8,Wibawa karena pencapaian
PRESUMSI,8,
PRETENSI,8,
PRIAGUNG,8,
PRIHATIN,8,Rasa sedih dan iba
PRIMITIF,8,
PROAKTIF,8,
PRODUKSI,8,Kegiatan menghasilkan barang
PRODUSEN,8,Pihak penghasil barang
PRODUSER,8,Penyandang dana film
PROENZIM,8,
PROFESOR,8,Gelar tertinggi dosen
PROFETIK,8,
PROGRAMA,8,
PROLETAR,8,
PROMINEN,8,
PROMOTIF,8,
PROMOTOR,8,Penyelenggara pertandingan atau acara
PROPELAN,8,
PROPELER,8,
PROPERTI,8,Harta tanah bangunan
PROPINSI,8,
PROPORSI,8,Perimbangan ukuran antarbagian
PROPOSAL,8,Rencana kerja tertulis
PROPULSI,8,Tenaga pendorong penggerak mesin
PROSEDUR,8,Tahapan baku dilakukan
PROSESOR,8,Otak pengolah komputer
