answer,length,clue
EJAWANTAH,9,
EKABAHASA,9,
EKATANTRI,9,
EKLIPTIKA,9,
EKOKLIMAT,9,
EKOSISTEM,9,Komunitas makhluk dan habitat
EKSALTASI,9,
EKSEGESIS,9,
EKSEKUTIF,9,Cabang pelaksana pemerintahan
EKSEKUTOR,9,Pelaksana hukuman mati
EKSEMPLAR,9,Satuan jumlah buku
EKSENTRIK,9,
EKSHALASI,9,
EKSHIBISI,9,
EKSIKATOR,9,
EKSKAVASI,9,
EKSKLUSIF,9,
EKSKURSIF,9,
EKSOENZIM,9,
EKSOERGIK,9,
EKSOFASIA,9,
EKSORDIUM,9,
EKSOSPORA,9,
EKSOTERIK,9,
EKSOTISME,9,
EKSPANSIF,9,
EKSPEDISI,9,Jasa pengiriman barang
EKSPIRASI,9,
EKSPLISIT,9,
EKSPLOSIF,9,
EKSPORTIR,9,
EKSPOSISI,9,
EKSPRESIF,9,
EKSTENSIF,9,
EKSTENSOR,9,
EKSTERIOR,9,Bagian luar bangunan
EKSTERNAL,9,
EKSTRAKSI,9,Proses pengambilan sari
EKSTRANEI,9,
EKSTREMIS,9,Penganut paham garis keras
EKSTROVER,9,
EKUALITAS,9,
EKUIVALEN,9,
ELABORASI,9,
ELASTOMER,9,
ELEKTORAT,9,
ELEKTRODE,9,
ELEMENTER,9,
ELIMINASI,9,Proses penyisihan peserta
ELOKUENSI,9,
ELUTRIASI,9,
EMBARKASI,9,
EMBOLISME,9,
EMBRIONIK,9,
EMERALDIN,9,
EMOSIONAL,9,
EMPIRISME,9,
ENDODERMA,9,
ENDOLIMFA,9,
ENDOSEMEN,9,
ENDOSKOPI,9,
ENERGETIK,9,
ENFITOTIK,9,
ENSEFALON,9,
ENTERITIS,9,
ENTEROSEL,9,
ENTOGENUS,9,
ENTOMOLOG,9,
ENUKLEASI,9,
ENUMERASI,9,
EPENTESIS,9,
EPIBENTOS,9,
EPIDERMIS,9,
EPIFARING,9,
EPIFIOTIK,9,
EPIGLOTIS,9,
EPILEPTIK,9,
