answer,length,clue
BRANKAS,7,Lemari besi penyimpan uang
BRANWIR,7,
BRASERI,7,
BREKSIA,7,
BRIGADE,7,Satuan pasukan militer
BRILIAN,7,
BRIOZOA,7,
BROILER,7,
BROKADE,7,
BROKOLI,7,Sayuran hijau berkuntum
BROMIDA,7,
BROMPIT,7,
BRONKUS,7,
BROWSER,7,
BUANGAN,7,
BUBUHAN,7,
BUBUKAN,7,
BUBUTAN,7,
BUDANCO,7,
BUDDHIS,7,
BUDIMAN,7,Orang bijak dan pandai
BUHULAN,7,
BUJETER,7,
BUJUKAN,7,
BULANAN,7,
BULATAN,7,
BULETIN,7,Siaran berita resmi kilat
BULEVAR,7,
BULIMIA,7,Gangguan makan berlebihan
BULUKAN,7,
BUMBUNG,7,Tabung dari bambu
BUMPING,7,
BUNCANG,7,
BUNDUNG,7,
BUNGALO,7,
BUNGKAH,7,
BUNGKAL,7,
BUNGKAM,7,
BUNGKAS,7,
BUNGKER,7,
BUNGKIL,7,
BUNGKUK,7,
BUNGKUL,7,
BUNGKUS,7,Kertas pembalut nasi
BUNGLAI,7,
BUNGLON,7,Kadal pengubah warna
BUNGSIL,7,
BUNTANG,7,
BUNTING,7,Hewan sedang mengandung
BUNTUNG,7,
BURAKAH,7,
BURAKSA,7,
BURAYAK,7,
BURITAN,7,
BURNOUT,7,
BURONAN,7,
BURUHAN,7,
BUSHIDO,7,Etika ksatria samurai Jepang
BUTIRAT,7,
BUTULAN,7,
BUYUTAN,7,
BYARPET,7,
CABIKAN,7,
CABUTAN,7,
CACAHAN,7,
CACATAN,7,
CACIBAR,7,
CAGARAN,7,
CAKAPAN,7,
CAKUPAN,7,
CALECER,7,
CAMBANG,7,Rambut tumbuh di pipi
CAMBUNG,7,
CAMPANG,7,
CAMPING,7,
CAMPUNG,7,
CANAIAN,7,
CANCANG,7,
CANDALA,7,
CANDANG,7,
CANDUNG,7,
CANGGAH,7,
CANGGAI,7,
CANGGAL,7,
CANGGET,7,
CANGGIH,7,
CANGKAT,7,
CANGKAU,7,
CANGKEL,7,
CANGKIH,7,
CANGKIR,7,Wadah minum bertelinga
CANGKOK,7,Sambungan dahan tumbuhan
CANGKOL,7,
CANGKUK,7,
CANGKUL,7,Alat penggali tanah
CANGKUM,7,
CANGKUP,7,
CANTENG,7,
CANTING,7,
CANTRIK,7,
CAPAIAN,7,
CAPELIN,7,
CAPGOME,7,
CAPJIKI,7,
CARIKAN,7,
CATATAN,7,
CATURAN,7,
CATUTAN,7,
CEBAKAN,7,
CEBIKAS,7,
CEDAYAM,7,
CEGUKAN,7,
CEKAKAK,7,
CEKAKAN,7,
CEKALAN,7,
CEKAMAN,7,
CEKARAU,7,
CEKERAM,7,
CEKERAU,7,
CEKIBAR,7,
CEKIBER,7,
CEKIKAN,7,
CEKIKIK,7,
CEKOKAN,7,
CELAPAK,7,
CELATUK,7,
CELEBUK,7,
CELEKEH,7,
CELEMEK,7,Kain pelindung baju
CELEPAK,7,
CELEPIK,7,
CELEPUK,7,
CELETUK,7,Ucapan spontan mendadak
CELOMES,7,
CELOMOK,7,
CELONOK,7,
CELOPAR,7,
CELOROT,7,
CELOTEH,7,
CELSIUS,7,Satuan ukuran suhu
CELUPAK,7,
CELUPAR,7,
CELURAN,7,
CELURIT,7,
CELURUT,7,
CELUTAK,7,
CELUTUK,7,
CEMARAN,7,
CEMBENG,7,
CEMBUNG,7,
CEMBURU,7,
CEMETUK,7,
CEMOMOT,7,
CEMPAKA,7,
CEMPALA,7,
CEMPANA,7,
CEMPENG,7,
CEMPERA,7,
CEMPING,7,
CEMPRES,7,
CEMPUNG,7,
CENCALA,7,
CENCANG,7,
CENCARU,7,
CENCAWI,7,
CENDALA,7,
CENDANA,7,Kayu harum pengharum
CENDANG,7,
CENDERA,7,
CENDUAI,7,
CENGANG,7,
CENGENG,7,
CENGGEK,7,
CENGGER,7,
CENGKAL,7,
CENGKAM,7,
CENGKAR,7,
CENGKAU,7,
CENGKEH,7,Rempah bunga kering
CENGKEK,7,
CENGKIH,7,
CENGKIR,7,
CENGKOK,7,
CENGKOL,7,
CENGKUK,7,
CENGUNG,7,
CENTADU,7,
CENTANG,7,Tanda coretan benar
CENTENG,7,
CENTONG,7,
CENTUNG,7,
CERABAH,7,
CERABIH,7,
CERABUT,7,
CERACAH,7,
CERACAK,7,
CERACAM,7,
CERACAP,7,
CERACAU,7,
CERAKIN,7,
CERAMAH,7,Pidato di depan umum
CERAPAN,7,
CERATAI,7,
CERATAN,7,
CERATUK,7,
CERAWAT,7,
CERCAAN,7,
CERECEK,7,
CEREMAI,7,
CEREWET,7,
CERICAP,7,
CERICAU,7,
CERICIP,7,
CERIWIS,7,
CERLANG,7,
CERLING,7,
CEROBOH,7,
CEROCOK,7,
CEROCOS,7,
CEROTEH,7,
CEROTOK,7,
CEROWOK,7,
CERUCUH,7,
CERUCUP,7,
CETAKAN,7,
CETERIA,7,
CETUSAN,7,
CICILAN,7,
CICINDA,7,
CIDUKAN,7,
CIKADAS,7,
CILUKBA,7,
CIMPUNG,7,
CINCANG,7,Potong halus daging
CINCONG,7,
CINDAKU,7,
CINGCAU,7,
CINGKAT,7,
CINGKAU,7,
CINGKEH,7,
CINTENG,7,
CIPTAAN,7,
CITRAAN,7,
COKEKAN,7,
COKELAT,7,Manisan dari biji kakao
COKORDA,7,
COLEKAN,7,
COMBONG,7,
COMELAN,7,
COMOTAN,7,
COMPENG,7,
CONCONG,7,
CONDONG,7,Miring ke satu sisi
CONGGET,7,
CONGGOK,7,
CONGKAK,7,Sombong dan angkuh
CONGKOK,7,
CONGSAM,7,
CONTENG,7,
CONTONG,7,
CORETAN,7,
COWOKAN,7,
CRIPING,7,
CUBITAN,7,
CUCUNDA,7,
CUCURAN,7,
CUCURUT,7,
CUKILAN,7,
CUKIMAI,7,
CUKUPAN,7,
CUMBUAN,7,
CUMEPAK,7,
CUNDANG,7,
CUNDRIK,7,
CUNGKIL,7,
CUNGKUP,7,
CUNTING,7,
CURAHAN,7,
CURAIAN,7,
CUTBRAI,7,
DADAKAN,7,
DAGELAN,7,
DAHANAM,7,
DAHRIAH,7,
DAHSYAT,7,
DAKOCAN,7,
DAKSINA,7,
DAKWAAN,7,
DALALAH,7,
DALALAT,7,
DALAMAN,7,
DALDARU,7,
DALUANG,7,
DAMBAAN,7,
DAMOTIN,7,
DAMPENG,7,
DAMPING,7,
DAMPRAT,7,
DAMPUNG,7,
DANDANG,7,
DANGDUT,7,
DANGKAL,7,
DANGKAP,7,
DANGKAR,7,
DANYANG,7,
DAPATAN,7,
DARATAN,7,
DARPANA,7,
DARURAT,7,Keadaan gawat mendesak
DATARAN,7,
DEBARAN,7,
DEBITOR,7,
DEBITUR,7,Pihak peminjam berutang
DEDEMIT,7,
DEDERUK,7,
DEDUKSI,7,Penarikan kesimpulan logis
DEFENSI,7,
DEFINIT,7,
DEFISIT,7,Kekurangan anggaran keuangan
DEFLASI,7,
DEGRESI,7,
DEIKSIS,7,
DEIKTIS,7,
DEKADEN,7,
DEKANAL,7,
DEKAPAN,7,
DEKODER,7,
DEKSURA,7,
DEKUNCI,7,
DELAMAK,7,
DELAPAN,7,
DELEGAT,7,
DELEMAK,7,
DELEPAK,7,
DELIKAN,7,
DELIKAT,7,
DELTOID,7,
DELUANG,7,
DELUJUR,7,
DELUSIF,7,
DEMAGOG,7,
DEMPANG,7,
DEMPLON,7,
DEMPUNG,7,
DENCANG,7,
DENCING,7,
DENDAAN,7,
DENDANG,7,
DENDENG,7,Daging sayatan kering berbumbu
DENGING,7,
DENGKEL,7,
DENGKIK,7,
DENGKOL,7,
DENGKUL,7,
DENGKUR,7,Bunyi napas orang tidur
DENGKUS,7,
DENGKUT,7,
DENGUNG,7,Bunyi bergema panjang
DENMARK,7,Negeri asal mainan Lego
DENTANG,7,Bunyi logam dipukul
DENTING,7,Bunyi logam kecil beradu
DENTUNG,7,
DEPLESI,7,
DEPONIR,7,
DEPOSAN,7,
DEPOSIT,7,Simpanan uang di bank
DEPRESI,7,Rasa murung mendalam
DERAGEM,7,
DERAIAN,7,
DERAJAH,7,
DERAJAT,7,Satuan ukur panas
DERAKAN,7,
DEREBAR,7,
DERETAN,7,
DERGAMA,7,
DERINGO,7,
DERIVAT,7,
DERMAGA,7,Tempat sandar kapal
