answer,length,clue
ABAKTINAL,9,
ABDOMINAL,9,
ABITURIEN,9,
ABREVIASI,9,
ABSORPTIF,9,
ABSTRAKSI,9,
ABULHAYAT,9,
ADAPTABEL,9,
ADEMPAUZE,9,
ADIABATIK,9,
ADIBUSANA,9,
ADILUHUNG,9,
ADISIONAL,9,
ADIWANGSA,9,
ADJEKTIVA,9,
ADOLESENS,9,
ADRENALIN,9,Hormon pemacu semangat
ADVERBIAL,9,
AEROBATIK,9,
AEROMETER,9,
AEROMOVEL,9,
AESTETIKA,9,
AETIOLOGI,9,
AFIRMATIF,9,
AGALAKSIA,9,
AGLOMERAT,9,
AGLUTINAT,9,
AGLUTININ,9,
AGONISTIK,9,
AGREGATIF,9,
AGRIOLOGI,9,
AGROKIMIA,9,
AHISTORIS,9,
AHLULBAIT,9,
AHLUNUJUM,9,
AHLUSULUK,9,
AHLUSUNAH,9,
AJIGINENG,9,
AKADEMISI,9,Cendekiawan perguruan tinggi
AKIBATNYA,9,
AKOMODASI,9,Tempat menginap sementara
AKROBATIK,9,Pertunjukan ketangkasan tubuh
AKROFOBIA,9,
AKROMETER,9,
AKSARAWAN,9,
AKSELERAN,9,
AKSEPTASI,9,
AKSIOLOGI,9,
AKTINISME,9,
AKTINOLIT,9,
AKTIVISME,9,
AKTIVITAS,9,Kesibukan sehari-hari
AKUAMARIN,9,
AKUMULASI,9,Penimbunan secara bertahap
AKUNTANSI,9,Ilmu catatan keuangan
ALABANGKA,9,
ALBINISME,9,
ALBUGINEA,9,
ALFABETIS,9,
ALGOMETER,9,
ALGORITMA,9,Langkah logis pemecah masalah
ALGORITME,9,
ALIMENTER,9,
ALISIKLIK,9,
ALITERASI,9,
ALKOHOLIK,9,Pecandu minuman keras
ALMAMATER,9,
ALMUKHLIS,9,
ALOHTONUS,9,
ALTERATIF,9,
ALTERNASI,9,
ALTIMETER,9,Alat pengukur ketinggian
ALTRUISME,9,
ALUMINIUM,9,Logam ringan putih perak
AMANDEMEN,9,
AMBASADOR,9,
AMBERGRIS,9,
AMBIVALEN,9,
AMBLIOBIA,9,
AMBURADUL,9,
AMEBIASIS,9,
AMENDEMEN,9,
AMERISIUM,9,
AMETABOLA,9,
AMETROPIA,9,
AMFETAMIN,9,
AMFOTERIK,9,
AMIGDALIN,9,
AMINISASI,9,
AMIRULHAJ,9,
AMMABAKDU,9,
AMNIOTOMI,9,
AMPISILIN,9,
AMPLITUDO,9,
AMSTERDAM,9,
ANABIOSIS,9,
ANAEROBIK,9,
ANAKLISIS,9,
ANALEPTIK,9,
ANALGESIK,9,
ANAMNESIS,9,
ANARKISME,9,
ANASIONAL,9,
ANDALUSIT,9,
ANDRAGOGI,9,
ANDRAWINA,9,
ANDROGINI,9,
ANDROLOGI,9,
ANDROMEDA,9,
ANEMOFILI,9,
ANEMOGRAF,9,
ANEMOGRAM,9,
ANESTETIS,9,
ANEUPLOID,9,
ANEURISME,9,
ANGIOLOGI,9,
ANISOGAMI,9,
ANKILOSIS,9,
ANODONSIA,9,
ANOKSEMIA,9,
ANOREKSIA,9,Hilang nafsu makan
ANORGANIK,9,
ANORTOPIA,9,
ANTAGONIS,9,
ANTALKALI,9,
ANTARIKSA,9,Ruang luar angkasa
ANTARMUKA,9,Penghubung dua perangkat
ANTARSUKU,9,
ANTARTIKA,9,
ANTENATAL,9,
ANTESEDEN,9,
ANTIENZIM,9,
ANTIJASAD,9,
ANTIKARAT,9,
ANTIKUARI,9,
ANTINOVEL,9,
ANTITESIS,9,
ANTIVIRUS,9,Penangkal program jahat komputer
ANTIZARAH,9,
ANTRASENA,9,
ANTRASIAN,9,
ANTROPODA,9,
ANTROPOID,9,
ANUNASIKA,9,
APARTEMEN,9,Hunian bertingkat modern
APARTHEID,9,Pemisahan ras kulit
APARTOTEL,9,
APELATIVA,9,
APERSEPSI,9,
APIKULTUR,9,
APLIKATIF,9,
APOKALIPS,9,
APOMIKSIS,9,
APOMORFIN,9,
APOPLEKSI,9,
APOSTOLIK,9,
APRESIASI,9,Penghargaan terhadap seni
ARAKNITIS,9,
ARANSEMEN,9,
ARBITRASE,9,Penengah pihak bersengketa
ARBITRASI,9,
ARBORETUM,9,
AREOGRAFI,9,
AREOMETER,9,
ARGENTINA,9,Negeri Messi juara sepakbola
ARGIRODIT,9,
ARGOMETER,9,
ARITENOID,9,
ARKEOLOGI,9,Ilmu tentang benda purbakala
ARKIFONEM,9,
ARSENIKUM,9,
ARTERIOLA,9,
ARTROPODA,9,
ASETILENA,9,
ASIBILASI,9,
ASIMETRIS,9,
ASIMILASI,9,
ASINDETON,9,
ASISTENSI,9,
ASKRIPTIF,9,
ASORTIMEN,9,
ASOSIATIF,9,
ASPARAGUS,9,Sayuran batang hijau
ASPARTAME,9,
ASPIRATIF,9,
ASPIRATOR,9,
ASTENOPIA,9,
ASTRINGEN,9,
ASTROLOGI,9,Ramalan lewat bintang
ASTRONAUT,9,
ASTRONOMI,9,Ilmu tentang bintang
ATMOLISIS,9,
ATMOMETER,9,
ATOMISASI,9,
ATOMISTIS,9,
ATRIBUTIF,9,
AUDIOGRAF,9,
AUDIOGRAM,9,
AUDIOLOGI,9,
AUSTRALIA,9,Benua negeri hewan kanguru
AUTODIDAK,9,
AUTOGRAFI,9,
AUTOKRASI,9,
AUTOLISIS,9,
AUTOMATIS,9,
AUTOMATON,9,
AUTOMOBIL,9,
AUTOMOTIF,9,
AUTOPILOT,9,Pengemudi otomatis pesawat
AVIKULTUR,9,
AVONTURIR,9,
AWALENGAS,9,
AYATULLAH,9,
AZOSPERMI,9,
BABILONIA,9,
BADMINTON,9,Olahraga raket dan kok
BAGAIMANA,9,
BAHARIWAN,9,
BAHASAWAN,9,
BAITULLAH,9,
BAITULMAL,9,
BALAIRUNG,9,Aula besar istana raja
BALALAIKA,9,
BALANGKEP,9,
BALISTIKA,9,
BAMBUNGAN,9,
BANDARSAH,9,
BANDERING,9,
BANDINGAN,9,
BANDONGAN,9,
BANGKASAN,9,
BANGKITAN,9,
BANGKOTAN,9,
BANGKUANG,9,
BANGSAWAN,9,Keturunan darah biru
BANTINGAN,9,
BAPAKISME,9,
BARAGAJUL,9,
BARAKATUH,9,
BARBARIAN,9,Orang liar tak beradab
BAROMETER,9,Alat ukur tekanan udara
BAROMETRI,9,
BARONGSAI,9,
BARTENDER,9,Peracik minuman di bar
BASALIOMA,9,
BATIMETRI,9,
BAUSASTRA,9,
BEBEKISME,9,
BEBESARAN,9,
BEBODORAN,9,
BEBUYUTAN,9,
BEKERNYUT,9,
BEKLEDING,9,
BELALAKAN,9,
BELAMBANG,9,
BELANDANG,9,
BELANDONG,9,
BELANDUNG,9,
BELANGKAS,9,
BELANGKIN,9,
BELANGKON,9,
BELANJAAN,9,
BELANTARA,9,
BELANTIKA,9,
BELASTING,9,
BELEMBANG,9,
BELENCONG,9,
BELENDONG,9,
BELENDUNG,9,
BELENGKET,9,
BELENGKOK,9,
BELENGSET,9,
