answer,length,clue
SASI,4,
SATE,4,Daging tusuk panggang
SATI,4,Janda membakar diri
SATU,4,
SAUH,4,Besi penambat kapal
SAUK,4,
SAUM,4,
SAUR,4,
SAUS,4,Cairan kental penyedap makanan
SAUT,4,
SAWA,4,
SAWI,4,Sayuran hijau berdaun
SAWO,4,
SAYA,4,
SAYU,4,
SEAS,4,
SEBA,4,
SEBU,4,
SEDU,4,
SEGA,4,
SEGI,4,Sisi suatu bidang
SEIA,4,
SEIN,4,
SEKA,4,Usap agar bersih
SEKH,4,
SEKO,4,
SEKS,4,Aktivitas yang disukai banyak orang
SELA,4,
SELE,4,
SELO,4,
SEMA,4,
SEMI,4,Musim bunga bermekaran
SEMU,4,Tampak palsu penuh tipu
SENA,4,
SENG,4,Lembaran logam penutup atap
SENI,4,Karya penuh keindahan
SENU,4,
SEOK,4,
SEPI,4,Suasana lengang tanpa suara
SERA,4,
SERI,4,Pertandingan berakhir sama kuat
SERO,4,
SERU,4,Meriah dan mengasyikkan
SESI,4,Bagian waktu suatu acara
SETA,4,
SETI,4,Jenis kain sutra
SETU,4,
SEWA,4,Bayar pakai sementara
SEWU,4,
SHUT,4,
SIAH,4,
SIAK,4,
SIAL,4,Nasib buruk menimpa
SIAM,4,Ibadah menahan lapar dahaga
SIAN,4,
SIAP,4,
SIAR,4,Pancarkan lewat gelombang radio
SIAT,4,
SIAU,4,
SICE,4,
SIDA,4,
SIDI,4,
SIGI,4,
SIKA,4,
SIKU,4,Sendi tengah tangan
SILA,4,Asas dalam Pancasila
SILO,4,Menara penyimpan hasil panen
SILT,4,
SILU,4,
SIMA,4,Tanah suci bebas pajak
SING,4,Bentuk pendek suatu istilah
SINI,4,
SINU,4,
SIPI,4,
SIPU,4,
SIRA,4,
SIRI,4,Rasa malu terhina
SIRU,4,
SISA,4,Tidak habis
SISI,4,Bagian samping sesuatu
SITA,4,Ambil paksa oleh hukum
SITI,4,
SITU,4,Danau kecil tenang
SIUH,4,
SIUK,4,
SIUL,4,
SIUR,4,
SIUT,4,
SKIP,4,Sasaran bidikan senapan
SKOP,4,
SKOR,4,Angka hasil suatu pertandingan
SLAH,4,
SLIP,4,Tergelincir hilang pijakan
SLOF,4,
SLOT,4,Celah posisi kosong
SMES,4,
SNOB,4,
SOAK,4,
SOAL,4,
SOBA,4,Mi khas Jepang
SODA,4,Minuman berbuih menyegarkan
SOFA,4,Kursi empuk ruang tamu
SOGA,4,
SOGO,4,
SOJA,4,Sikap memberi hormat
SOKA,4,
SOKO,4,
SOLO,4,Tampil seorang diri
SOMA,4,Tubuh makhluk hidup
SONO,4,Menunjuk tempat jauh
SOPI,4,
SORE,4,Waktu menjelang malam
SORI,4,
SOSI,4,
SOTO,4,Masakan berkuah isi daging
SOYA,4,Kacang bahan tahu tempe
SPAM,4,Surat sampah internet
SPAN,4,
SPAR,4,
SPBU,4,
SPIL,4,
SPIN,4,Gerakan berputar cepat
SPOT,4,
SREG,4,
STAF,4,Kelompok pegawai kantor
STAN,4,Kios kecil dalam pameran
STAT,4,
STEK,4,
STEN,4,
STEP,4,Kejang mendadak tubuh
STIK,4,Alat pemukul drum
STNK,4,
STOK,4,Persediaan barang dagangan
STOL,4,
STOP,4,Perintah untuk berhenti
SUAH,4,
SUAI,4,
SUAK,4,
SUAL,4,
SUAM,4,
SUAP,4,Uang pelicin urusan
SUAR,4,Cahaya penanda tepi pantai
SUAT,4,
SUCI,4,
SUDA,4,Bambu runcing pertahanan
SUDI,4,Rela dan bersedia
SUDU,4,
SUFI,4,Penekun ilmu tasawuf
SUGI,4,
SUHU,4,Ukuran panas dingin
SUIR,4,
SUIT,4,Bunyi siulan nyaring
SUJI,4,
SUKA,4,Rasa senang terhadap sesuatu
SUKE,4,
SUKI,4,
SUKU,4,Kelompok etnis serumpun
SULA,4,
SULI,4,
SULU,4,
SUMI,4,Warna kuning kecokelatan
SUMO,4,Gulat tradisional dari Jepang
SUNI,4,
SUNU,4,
SUPA,4,
SURA,4,Bulan pertama Jawa
SURI,4,Contoh atau teladan
SUSU,4,Minuman putih sapi
SUUN,4,
SWAK,4,
SWAP,4,Barter tukar barang
SYAH,4,Gelar raja di Persia
SYAK,4,
SYAL,4,Kain penghangat leher
SYAM,4,
SYAR,4,
SYIN,4,
SYOK,4,Kaget luar biasa
SYUK,4,
SYUR,4,
TAAT,4,
TABE,4,
TABI,4,
TABO,4,
TABU,4,Pantangan yang dilarang keras
TACI,4,
TACO,4,Makanan lipat khas Meksiko
TADI,4,
TAGO,4,
TAHA,4,
TAHI,4,Sisa buangan tubuh
TAHU,4,
TAIB,4,
TAIS,4,
TAJA,4,
TAJI,4,Susuh tajam ayam
TAJU,4,
TAKA,4,Mata uang negara Bangladesh
TAKI,4,Ikrar atau kesanggupan
TAKU,4,Cetakan kue dari tempurung
TALA,4,
TALE,4,Nyanyian adat pengiring
TALI,4,Pengikat simpul
TALK,4,Bubuk penghalus kulit
TALU,4,
TAMU,4,Orang yang berkunjung
TANG,4,Alat jepit logam
TANI,4,Urusan cocok tanam
TANK,4,Kendaraan lapis baja perang
TAPA,4,
TAPI,4,
TARA,4,Gambaran dalam angan
TARI,4,Gerak tubuh berirama musik
TASA,4,
TATA,4,Aturan dan susunan teratur
TATO,4,Gambar permanen kulit
TAUL,4,
TAUN,4,Musim wabah mematikan
TAUP,4,
TAUR,4,
TAUT,4,
TAWA,4,Suara riang gembira
TEAN,4,
TEBU,4,Tanaman bahan baku gula
TEGA,4,
TEJA,4,
TEJI,4,
TEKA,4,
TEKI,4,Sejenis rumput liar
TEKO,4,Wadah menuang air minum
TEKS,4,Rangkaian kata tertulis
TELA,4,
TELE,4,
TEMA,4,Pokok bahasan utama
TEMU,4,Berjumpa saling bertatap
TENG,4,Bak penampung cairan
TEPA,4,
TEPI,4,Bagian pinggir sesuatu
TEPO,4,
TEPU,4,
TERA,4,Cap tanda resmi
TERI,4,Ikan asin kecil
TERM,4,
TETA,4,
TEZI,4,
THAI,4,
TIAM,4,
TIAN,4,Kandungan ibu hamil
TIAP,4,
TIBA,4,
TIFA,4,Gendang kecil Indonesia timur
TIGA,4,
TIKA,4,Penggulung benang pintal
TIKE,4,
TIKU,4,
TILE,4,
TIMI,4,
TING,4,Lampu lentera gantung
TIPE,4,Jenis suatu barang
TIPI,4,
TIPU,4,Muslihat demi untung
TIRI,4,
TIRU,4,Jiplak persis contoh
TISU,4,Kertas lembut sekali pakai
TITI,4,Berjalan di jembatan sempit
TIUP,4,Embus dengan mulut
TOAS,4,
TOFU,4,Tahu khas Jepang
TOGA,4,Jubah topi hari wisuda
TOGE,4,
TOKE,4,
TOKI,4,Ketukan dalam dialek
TOKO,4,Ada segalanya
TONA,4,
TONG,4,Wadah bundar besar
TOPI,4,Pelindung kepala matahari
TOPO,4,
TORO,4,Sejenis baju kurung
TOTO,4,Undian taruhan angka
TOYA,4,
TRAM,4,Kereta listrik jalanan
TRAP,4,Perangkap untuk lawan
TRAS,4,
TREK,4,Lintasan buat balapan
TREM,4,Kereta listrik kota
TREN,4,Gaya kekinian populer
TRES,4,Jumlah unsur diagonal matriks
TRIK,4,Tipu daya cerdik
TRIL,4,
TRIM,4,Terjungkir kepala di bawah
TRIO,4,Kelompok tiga orang
TRIP,4,Bepergian jarak jauh
TROI,4,Satuan berat emas perak
TROS,4,
TRUF,4,Kartu paling unggul
TRUK,4,Kendaraan besar pengangkut barang
TSAR,4,Gelar kaisar Rusia
TUAH,4,Keberuntungan gaib istimewa
TUAI,4,
TUAK,4,
TUAL,4,
TUAM,4,
TUAN,4,Panggilan hormat untuk majikan
TUAP,4,
TUAR,4,
TUAS,4,Pengungkit beban berat
TUAT,4,
TUBA,4,Alat musik tiup besar
TUBE,4,Pipa kecil silinder
TUBI,4,
TUFA,4,
TUGI,4,
TUGU,4,Tiang batu peringatan
TUHU,4,
TUIL,4,
TUIT,4,
TUJI,4,
TUJU,4,Arah perjalanan akhir
TUKU,4,
TULA,4,
TULE,4,
TULI,4,
TULU,4,
TUMA,4,
TUMU,4,
TUNA,4,Ikan kaleng favorit
TUNG,4,
TUNU,4,
TURA,4,
TURI,4,
TUTS,4,
TUTU,4,Rok penari balet
TWIT,4,Kicauan media sosial
UANG,4,Kepercayaan dunia
UBAH,4,Membuat menjadi berbeda
UBAN,4,Rambut memutih tanda tua
UBAR,4,
UBAT,4,
UBEK,4,
UBEL,4,
UBER,4,Mengejar buruan cepat
UBET,4,
UBIN,4,Penutup lantai keramik
UBIT,4,
UBUB,4,
UCAP,4,
UCEK,4,
UCIS,4,
UCOK,4,Berhenti saling bermusuhan
UCUS,4,
UDAK,4,
UDAM,4,
UDAP,4,
UDAR,4,
UDEK,4,
UDEL,4,
UDET,4,
UDIK,4,Kampung pedalaman lawan kota
UDIM,4,
UDON,4,Mi Jepang tebal
UDUH,4,
UDUK,4,
UDUR,4,
UDUT,4,
UFTI,4,
UFUK,4,
UGEM,4,
UGER,4,
UGUT,4,
UJAR,4,
UJUB,4,
UJUD,4,
UJUK,4,
UJUL,4,
UKAS,4,
UKIK,4,
UKIR,4,Seni pahat kayu
UKUP,4,
UKUR,4,Menakar panjang benda
ULAH,4,Perbuatan menimbulkan masalah
ULAK,4,
ULAM,4,
ULAN,4,
ULAR,4,Melata tanpa kaki
ULAS,4,
ULAT,4,Larva calon kupu-kupu
ULEK,4,
ULEM,4,
ULEN,4,
ULER,4,
ULES,4,
ULET,4,
ULIK,4,
ULIN,4,
ULIR,4,
ULIT,4,
ULNA,4,
ULOS,4,
ULUN,4,
ULUP,4,
ULUR,4,Memanjangkan tali perlahan
UMAK,4,
UMAN,4,
UMAT,4,Pengikut suatu agama
UMBI,4,Akar membengkak berisi
UMBO,4,
UMBU,4,
UMUK,4,
UMUM,4,
UMUN,4,
UMUR,4,Lama waktu hidup seseorang
UNAK,4,
UNAM,4,
UNCU,4,
UNDA,4,
UNDI,4,Penentu pilihan acak
UNGU,4,Warna terong matang
UNIK,4,
UNIT,4,Satuan bagian tersendiri
UNTA,4,Mamalia gurun berpunuk
UNTI,4,
UNUN,4,
UPAH,4,Bayaran hasil bekerja
UPAK,4,
UPAM,4,
UPAN,4,
UPAR,4,
UPAS,4,
UPAU,4,
UPET,4,
UPIH,4,
UPIK,4,
UPIL,4,
UPUK,4,
URAH,4,
URAI,4,
URAK,4,
URAP,4,
URAS,4,
URAT,4,Pembuluh dalam tubuh
URDU,4,
UREA,4,
URIK,4,
URIP,4,
URIS,4,
URIT,4,
URNA,4,
URUK,4,
URUN,4,
URUP,4,
URUS,4,Kelola dengan telaten
URUT,4,Pijat melemaskan otot
USAH,4,
USAI,4,
USAK,4,
USAM,4,
USAP,4,Menyeka dengan lembut
USAR,4,
USAT,4,
USIA,4,Lama waktu hidup
USIK,4,Ganggu ketenangan seseorang
USIL,4,
USIR,4,Suruh pergi paksa
USIS,4,
USUK,4,
USUL,4,Ajuan saran gagasan
USUR,4,
USUS,4,Saluran pencernaan panjang
USUT,4,
UTAN,4,
UTAS,4,
UTIH,4,
UTIK,4,
UTUH,4,
