answer,length,clue
SITUN,5,
SITUS,5,Lokasi temuan purbakala
SIUNG,5,
SIWAR,5,
SIWER,5,
SKAFA,5,
SKALA,5,Perbandingan ukuran pada peta
SKEMA,5,Garis besar rencana
SKENE,5,
SKORS,5,Hentikan sementara dari tugas
SKRIN,5,
SKRIP,5,Buku catatan kosong
SKUAD,5,Kelompok pemain satu tim
SKUAS,5,
SKUAT,5,
SLANG,5,Pipa karet lentur
SLING,5,
SOANG,5,
SOBAN,5,
SOBAT,5,Karib sangat dekat
SOBEK,5,
SOBOK,5,
SODET,5,
SODOK,5,Alat pengeruk tanah
SODOR,5,
SOFIS,5,
SOGAN,5,
SOGOK,5,Batang pembuka gembok
SOHAR,5,
SOHIB,5,
SOHOR,5,
SOHUN,5,
SOJAH,5,
SOKAH,5,
SOKER,5,
SOKET,5,Lubang colokan listrik
SOKOM,5,
SOLAH,5,
SOLAK,5,
SOLAR,5,Bahan bakar diesel
SOLAT,5,
SOLEK,5,
SOLID,5,
SOLIS,5,
SOLOK,5,
SOLOT,5,
SOLUM,5,
SOMAH,5,
SONAR,5,Pendeteksi objek bawah air
SONDE,5,Alat periksa dalam tubuh
SONIK,5,
SONOR,5,
SOPAK,5,
SOPAN,5,
SOPEK,5,
SOPIR,5,Pengemudi kendaraan penumpang
SORAK,5,Teriakan penuh semangat
SOREK,5,
SOREN,5,Tanah dari daun lapuk
SORGA,5,
SOROG,5,
SOROK,5,
SOROT,5,Pancaran cahaya lampu
SOSIO,5,
SOSIS,5,Daging olahan bentuk silinder
SOSOH,5,
SOSOK,5,Bayangan bentuk tubuh
SOSOR,5,
SOTOH,5,
SOTOR,5,
SOWAN,5,
SOYAK,5,
SPASI,5,Jarak antar kata
SPION,5,Mata-mata musuh
SPONS,5,Busa pencuci piring
SPORA,5,Bibit pembiak jamur
SPORT,5,Kegiatan olahraga jasmani
SRITI,5,
START,5,Aba-aba mulai lomba
STASI,5,Wilayah gereja kecil
STEIK,5,Potongan daging panggang tebal
STELA,5,
STEMA,5,
STENO,5,
STEPA,5,
STORI,5,
STRES,5,Tekanan pikiran berat
STRIP,5,Garis lurus memanjang
STUDI,5,Penelaahan mendalam suatu ilmu
STUKO,5,
STUPA,5,
SUAKA,5,Tempat perlindungan pengungsi
SUAMI,5,Lelaki dalam pernikahan
SUANG,5,
SUARA,5,Bunyi keluar mulut
SUARI,5,
SUASA,5,
SUATU,5,
SUBAK,5,
SUBAL,5,
SUBAM,5,
SUBAN,5,
SUBUH,5,Waktu salat fajar
SUBUR,5,
SUDAH,5,
SUDAK,5,Umbi tumbuh liar
SUDAN,5,
SUDET,5,
SUDIP,5,
SUDRA,5,
SUDUK,5,
SUDUR,5,
SUDUT,5,Pojok pertemuan dua garis
SUFAH,5,
SUFAL,5,
SUGAR,5,Merapikan rambut dengan jari
SUGIH,5,
SUGRA,5,
SUGUH,5,
SUGUL,5,
SUGUN,5,
SUHAD,5,
SUHUF,5,
SUHUN,5,
SUJEN,5,
SUJUD,5,Menunduk sampai ke tanah
SUKAN,5,Tanaman perdu obat
SUKAR,5,
SUKAT,5,
SUKET,5,
SUKMA,5,Jiwa dalam raga
SUKUN,5,
SUKUR,5,
SULAH,5,
SULAM,5,
SULAP,5,Trik ajaib mengecoh mata
SULBI,5,
SULIH,5,
SULIT,5,
SULUB,5,
SULUH,5,
SULUK,5,
SULUP,5,
SULUR,5,Alat penerang pengintai
SULUT,5,
SUMAH,5,
SUMAN,5,Lemang dari sagu
SUMBA,5,
SUMBI,5,
SUMBU,5,Poros pusat roda
SUMEH,5,
SUMIR,5,
SUMUR,5,Lubang galian sumber air
SUNAH,5,
SUNAM,5,
SUNAN,5,
SUNAT,5,Khitan anak lelaki
SUNGU,5,
SUNTI,5,
SUNYI,5,
SUPAI,5,
