answer,length,clue
INKARSUNAH,10,
INKOMPETEN,10,
INSEKTIVOR,10,
INSEMINASI,10,Pembuahan secara buatan
INSIDENTAL,10,
INSINUATIF,10,
INSTALATIR,10,
INSTALATUR,10,
INSTINGTIF,10,
INSTRUKTIF,10,
INSTRUKTUR,10,Pelatih dan pembimbing
INTEGRITAS,10,Kejujuran dan keutuhan
INTENSITAS,10,Tingkat kekuatan sesuatu
INTERAKTIF,10,
INTERDIKSI,10,
INTEREGNUM,10,
INTERELASI,10,
INTERETNIK,10,
INTERFERON,10,
INTERJEKSI,10,
INTERLOKAL,10,
INTERNIRAN,10,
INTEROGASI,10,Pemeriksaan lewat pertanyaan
INTERPELAN,10,
INTERSEPSI,10,
INTERTIDAL,10,
INTERVENSI,10,Campur tangan pihak lain
INTERYEKSI,10,
INTIMIDASI,10,Ancaman menekan kehendak
INTRODUKSI,10,
INTROJEKSI,10,
INVAGINASI,10,
INVENTARIS,10,Daftar barang milik
ISALOHIPSE,10,
ISENTROPIK,10,
ISLAMISASI,10,
ISLAMOLOGI,10,
ISODINAMIK,10,
ISOPIESTIK,10,
ISOVOLUMIK,10,
ISTIKHARAH,10,
JALANGKOTE,10,
JALANGKUNG,10,
JANABIJANA,10,
JAYASTAMBA,10,
JELAMPRANG,10,
JELANGKUNG,10,
JEMPALITAN,10,
JERANGKANG,10,
JERANGKONG,10,
JERONGKANG,10,
JERONGKONG,10,
JERUNGKUNG,10,
JONGJORANG,10,
JUMPALITAN,10,
JURNALISME,10,Kegiatan meliput berita
KACAPIRING,10,
KADERISASI,10,
KAINOFOBIA,10,
KALAMISANI,10,
KALIGRAFIS,10,
KALIKAUSAR,10,
KALIMANTAN,10,
KALISTENIK,10,
KALKOPIRIT,10,
KALKULATOR,10,Mesin penghitung angka
KALONGWEWE,10,
KALSIFEROL,10,
KANALISASI,10,
KANTILEVER,10,
KAPASITANS,10,
KAPITULASI,10,
KARANGWULU,10,
KARBURATOR,10,Pencampur udara bensin
KARDIOGRAF,10,
KARDIOGRAM,10,
KARDIOLOGI,10,
KARISMATIK,10,
KARMINATIF,10,
KAROTENOID,10,
KARPOPODIL,10,
KARSINOGEN,10,
KARTOGRAFI,10,Ilmu pembuatan peta
KARYASISWA,10,
KASUALISME,10,
KASUALITAS,10,
KATAKLISME,10,
KATALISASI,10,
KATASTROFE,10,
KATEBELECE,10,
KATEGORIAL,10,
KATEKISASI,10,
KATEKISMUS,10,
KAUSALITAS,10,
KEAKURATAN,10,
KEALKALIAN,10,
KEAMBRUKAN,10,
KEANGGUNAN,10,
KEANGKUHAN,10,
KEBABLASAN,10,
KEBADUNGAN,10,
KEBAHARIAN,10,
KEBAHASAAN,10,
KEBANDITAN,10,
KEBANGETAN,10,
KEBANGGAAN,10,
KEBANGSAAN,10,
KEBANGUNAN,10,
KEBANJIRAN,10,
KEBANYAKAN,10,
KEBEBANGAN,10,
KEBENGISAN,10,
KEBENINGAN,10,
KEBERADAAN,10,
KEBERAHIAN,10,
KEBERANIAN,10,
KEBERKATAN,10,
KEBERSIHAN,10,
KEBIADABAN,10,
KEBILANGAN,10,
KEBINASAAN,10,
KEBINEKAAN,10,
KEBISINGAN,10,
KEBLANGSAK,10,
KEBOBROKAN,10,
KEBOHONGAN,10,
KEBRUTALAN,10,
KEBUDAYAAN,10,
KEBUJANGAN,10,
KECALINGAN,10,
