answer,length,clue
BERSUNAT,8,
BERSUNYI,8,
BERSURAI,8,
BERSURAT,8,
BERSURIH,8,
BERSUSAH,8,
BERSUSUK,8,
BERSUSUN,8,
BERSUTAN,8,
BERSYAIR,8,
BERTABIR,8,
BERTADAH,8,
BERTAGAR,8,
BERTAHAK,8,
BERTAHAN,8,
BERTAHAP,8,
BERTAKIK,8,
BERTAKUK,8,
BERTAKWA,8,
BERTANAH,8,
BERTANDA,8,
BERTANDU,8,
BERTANTI,8,
BERTANYA,8,
BERTAPAK,8,
BERTARAF,8,
BERTARAH,8,
BERTARAK,8,
BERTARAP,8,
BERTARUH,8,
BERTARUK,8,
BERTATAR,8,
BERTEDUH,8,
BERTEGAH,8,
BERTEGAK,8,
BERTEGUH,8,
BERTEKAD,8,
BERTEKAK,8,
BERTEKAP,8,
BERTEKAT,8,
BERTEKUK,8,
BERTEKUN,8,
BERTEKUR,8,
BERTELUR,8,
BERTEMAN,8,
BERTEMIN,8,
BERTENTU,8,
BERTENUN,8,
BERTEPAS,8,
BERTEPUK,8,
BERTERAS,8,
BERTIANG,8,
BERTIKAI,8,
BERTIKAS,8,
BERTILAM,8,
BERTIMBA,8,
BERTINJU,8,
BERTITAH,8,
BERTITEL,8,
BERTITIK,8,
BERTOBAT,8,
BERTOGOK,8,
BERTOHOR,8,
BERTOKOH,8,
BERTOKOK,8,
BERTOLAK,8,
BERTOPIK,8,
BERTUANG,8,
BERTUBUH,8,
BERTUGAS,8,
BERTUHAN,8,
BERTUKAR,8,
BERTUKUK,8,
BERTUMIS,8,
BERTUMPU,8,
BERTUNAS,8,
BERTUNDA,8,
BERTURAP,8,
BERTURUN,8,
BERTUTUP,8,
BERTUTUR,8,
BERUJUNG,8,
BERULANG,8,
BERUMBUN,8,
BERUMPAK,8,
BERUMPUK,8,
BERUMPUN,8,
BERUMPUT,8,
BERUNANG,8,
BERUNGUT,8,
BERUNSUR,8,
BERUNTAI,8,
BERUNTUK,8,
BERUNTUN,8,
BERUNTUS,8,
BERUPAYA,8,
BERURINE,8,
BERUSAHA,8,
BERUSALI,8,
BERUTANG,8,
BERWAJAH,8,
BERWAJIB,8,
BERWAKAF,8,
BERWAKIL,8,
BERWAKTU,8,
BERWARNA,8,
BERWATAK,8,
BERWUJUD,8,
BERWUKUF,8,
BERZANJI,8,
BERZIKIR,8,
BESENGEK,8,
BESERBAN,8,
BESERDAM,8,
BESERDIH,8,
BESLAHAN,8,
BESTELAN,8,
BETATRON,8,
BETERNAK,8,
BETLEHEM,8,
BIARAWAN,8,Pria pelayan Tuhan
BIASANYA,8,
BIDADARI,8,Peri cantik dari surga
BIDANGAN,8,
BIDUANDA,8,
BIENNALE,8,
BIFASIAL,8,
BIKONKAF,8,
BIKROMAT,8,
BILABIAL,8,
BILAMANA,8,
BILAMASA,8,
BILANGAN,8,
BILINEAL,8,
BIMBITAN,8,
BINARAGA,8,
BINATANG,8,Makhluk hidup selain manusia
BINCACAK,8,
BINCACAU,8,
BINOMIAL,8,
BINTALAK,8,
BIOFISIK,8,
BIOGENIK,8,
BIOGRAFI,8,Kisah hidup seorang tokoh
BIOKIMIA,8,Ilmu kimia makhluk hidup
BIOLOGIS,8,
BIOMASSA,8,
BIOMETRI,8,
BIORITME,8,
BIPRISMA,8,
BIROFAKS,8,
BIROKRAT,8,Pegawai administrasi pemerintahan
BIVERBAL,8,
BOHEMIAN,8,Orang berjiwa bebas
BONAFIDE,8,
BONGKONG,8,
BONGKREK,8,
BONGSANG,8,
BORDIRAN,8,
BORJUASI,8,
BORONGAN,8,
BOYONGAN,8,
BRAHMANA,8,Kasta pendeta Hindu
BRAHMANI,8,
BRAKIASI,8,
BRAMBANG,8,
BRENGSEK,8,
BRIGADIR,8,Pangkat bintara kepolisian
BRIOFITA,8,
BRIOLOGI,8,
BROMISME,8,
BRONGKOS,8,
BUBUNGAN,8,
BUGENVIL,8,
BUJANGAN,8,
BUJANGGA,8,
BUJANGGI,8,
BUKANKAH,8,
BUKANTAH,8,
BULANGAN,8,
BULDOSER,8,Alat berat perata tanah
BULGARIA,8,
BUMERANG,8,Senjata lempar kembali sendiri
BUNBUNAN,8,
BUNCITAN,8,
BUNDARAN,8,
BUNDELAN,8,
BUNGKANG,8,
BUNGKING,8,
BUNTILAN,8,
BURGUNDI,8,
CACINGAN,8,
CADANGAN,8,
CAKALANG,8,
CAKALELE,8,
CAKAWARI,8,
CAMBAHAN,8,
CAMPURAN,8,
CANDRASA,8,
CANGCANG,8,
CANGGAAN,8,
CANGGUNG,8,Kaku dan kikuk
CANGKANG,8,Kulit keras pembungkus telur
CANGKING,8,
CANGKUNG,8,
CANTELAN,8,
CANTOLAN,8,
CARTERAN,8,
CAWANGAN,8,
CECAIRAN,8,
CECONGOR,8,
CECUNGUK,8,Serangga dapur pemakan sisa
CEKALANG,8,
CELAMPAK,8,
CELANGAK,8,
CELANGAP,8,
CELEGURI,8,
CELENGAN,8,
CELINGUK,8,
CELINGUS,8,
CELURING,8,
CEMBERUT,8,
CEMEKIAN,8,
CEMOOHAN,8,
CEMPEDAK,8,
CEMPELIK,8,
CEMPERAI,8,
CEMPIANG,8,
CEMPLANG,8,
CEMPLUNG,8,
CEMPRENG,8,
CEMPURIT,8,
CENANGAU,8,
CENANGGA,8,
CENAYANG,8,Perantara dengan makhluk halus
CENCALUK,8,
CENCAWAN,8,
CENCURUT,8,
CENDAWAN,8,
CENDEKIA,8,
CENDERAI,8,
CENGBENG,8,
CENGKEDI,8,
CENGKIAK,8,
CENGKING,8,
CENGKONG,8,
CENGKUNG,8,
CEPENGAN,8,
CERANGKA,8,
CERCAHAN,8,
CERITAAN,8,
CERITERA,8,
CERMINAN,8,
CEROBONG,8,Pipa penyalur asap
CEROPONG,8,
CERPELAI,8,Mamalia kecil pemangsa ular
CERPENIS,8,
CESPLENG,8,
CIKALANG,8,
CILAWAGI,8,
CIMPLONG,8,
CINGBING,8,
CINGCING,8,
CINTRONG,8,
CIPRATAN,8,
COMBERAN,8,
COMBLANG,8,Perantara mempertemukan jodoh
COMPRENG,8,
CONGKLAK,8,
CONGKONG,8,
CUPLIKAN,8,
DADAISME,8,
DAGANGAN,8,
DAIDANCO,8,
DANDANAN,8,
DANGKUNG,8,
DANSANAK,8,
DARIPADA,8,
DASARIAN,8,
DASASILA,8,
DEBITASE,8,
DEDAUNAN,8,
DEDIKASI,8,Pengabdian penuh pada tugas
DEDUKTIF,8,
DEDULANG,8,
DEFEKASI,8,
DEFENDER,8,
DEFENSIF,8,
DEFERENS,8,
DEFINISI,8,Batasan arti suatu kata
DEFISIEN,8,
DEFLEKSI,8,
DEHIDRAT,8,
DEKAGRAM,8,
DEKAPODA,8,
DEKLERER,8,
DEKORASI,8,Hiasan panggung atau ruang
DEKRIPSI,8,Membuka data tersandi
DEKSTRIN,8,
DELEGASI,8,Utusan mewakili kelompok
DELIRIUM,8,Kekacauan mental berhalusinasi
DEMAGOGI,8,
DEMENSIA,8,Kemunduran ingatan dan pikiran
DEMIKIAN,8,
DEMOGRAF,8,
DEMOKRAT,8,Penganut paham kerakyatan
DEMONIAK,8,
DEMPULAN,8,
DENGKANG,8,
DENGKING,8,
DENGKUNG,8,
DENGUSAN,8,
DENOTASI,8,
DENSANAK,8,
DENSITAS,8,
DENTAMAN,8,
DENTUMAN,8,
DENUDASI,8,
DENYARAN,8,
DENYITAN,8,
DENYUTAN,8,
DEODORAN,8,Penghilang bau badan
DEPENDEN,8,
DEPILASI,8,
DEPOSISI,8,Proses pengendapan materi
DEPOSITO,8,Simpanan uang berjangka
DEPRESOR,8,
DEPUTASI,8,
DERAJANG,8,
DERITAAN,8,
DERIVASI,8,
DERMATOM,8,
DERMAWAN,8,Orang yang murah hati
DESAINER,8,Perancang busana atau produk
DESEMBER,8,Bulan penghujung tahun
DESERTIR,8,Tentara kabur dari tugas
DESIGRAM,8,
DESILIUN,8,
DESINENS,8,
DESMONEM,8,
DESMOSOM,8,
DESORPSI,8,
DESPOTIK,8,
DETEKTIF,8,Penyelidik perkara rahasia
DETEKTOR,8,Alat pencatat perubahan otomatis
DETERGEN,8,
DETONASI,8,
DETRITUS,8,
DETRUSOR,8,
DEUTERON,8,
DEVERBAL,8,
DEWADARU,8,
DEWANGGA,8,
DIABETES,8,Penyakit gula darah tinggi
DIAGNOSA,8,
DIAGONAL,8,Garis penghubung dua sudut
DIAKONES,8,
DIAKONIA,8,
DIALISIS,8,Proses cuci darah ginjal
DIALOGIS,8,
DIAMETER,8,Garis tengah lingkaran
DIASPORA,8,
DIASTASE,8,
DIASTOLE,8,
DIATERMI,8,
DIATESIS,8,
DIATOMIT,8,
DIATONIK,8,
DIATONIS,8,
DIATOPIK,8,
DIDAKTIK,8,
DIDAKTIS,8,
DIFLUENS,8,
DIFRAKSI,8,
DIGESTIF,8,
DIGLOSIA,8,
DIHEDRAL,8,
DIHUMASI,8,
DIKADANG,8,
DIKERKAH,8,
DIKOTOMI,8,
DIKROMAT,8,
