answer,length,clue
KEPAU,5,
KEPEK,5,
KEPEL,5,
KEPER,5,
KEPET,5,
KEPIK,5,Serangga pengisap cairan tanaman
KEPIL,5,
KEPIS,5,
KEPIT,5,
KEPOH,5,
KEPOK,5,
KEPOL,5,
KEPOT,5,
KEPUH,5,
KEPUK,5,
KEPUL,5,
KERAH,5,Bagian leher pada baju
KERAI,5,
KERAK,5,Tiruan bunyi garukan keras
KERAM,5,Kejang otot mendadak
KERAN,5,Katup air wastafel
KERAP,5,Suara berderit halus
KERAS,5,Padat tidak lunak
KERAT,5,
KERAU,5,
KEREK,5,
KEREN,5,
KERIH,5,
KERIK,5,
KERIP,5,
KERIS,5,
KERIT,5,
KERJA,5,Mencari nafkah harian
KERMI,5,
KERNU,5,
KEROH,5,
KEROK,5,Perkara atau kegaduhan
KERON,5,
KEROP,5,
KEROT,5,
KERUH,5,Bunyi orang mendengkur
KERUK,5,
KERUL,5,
KERUN,5,
KERUP,5,
KERUT,5,Lipatan di dahi
KESAH,5,Keluhan hati gelisah
KESAK,5,
KESAL,5,
KESAM,5,
KESAN,5,Efek yang membekas hati
KESAT,5,
KESEK,5,
KESEL,5,
KESET,5,Alas pembersih kaki
KESIK,5,
KESIP,5,
KESOT,5,
KESUP,5,
KESUT,5,
KETAH,5,
KETAI,5,
KETAK,5,
KETAL,5,
KETAM,5,
KETAN,5,Nasi pulut lengket
KETAP,5,
KETAR,5,
KETAT,5,
KETEK,5,
KETEL,5,Wadah perebus air
KETER,5,
KETES,5,
KETIK,5,Menekan tuts papan huruf
KETIL,5,
KETIP,5,
KETIS,5,
KETOK,5,Memukul agar berbunyi
KETON,5,
KETUA,5,
KETUK,5,Pukulan di pintu
KETUL,5,
KETUN,5,
KETUP,5,
KETUR,5,
KETUS,5,
KEWER,5,
KEWES,5,
KEWUH,5,
KHAFI,5,
KHAIR,5,
KHAKI,5,Warna cokelat seragam tentara
KHALI,5,Paman dari ibu
KHASI,5,
KHAUF,5,
KHAUL,5,
KHIAR,5,
KHOJA,5,
KHUDU,5,
KIANI,5,
KIARA,5,Sejenis pohon beringin
KIASI,5,
KIBAR,5,
KIBAS,5,
KIBIK,5,
KIBIR,5,
KIBUL,5,
KICAU,5,Muslihat untuk menipu
KICIK,5,
KICUH,5,
KICUT,5,
KIDAB,5,
KIDAL,5,
KIDAM,5,
KIDAR,5,
KIDUL,5,
KIJAI,5,
KIJIL,5,
KIJIP,5,
KIKIH,5,
KIKIK,5,
KIKIL,5,
KIKIR,5,Alat baja meratakan logam
KIKIS,5,
KIKUK,5,
KIKUS,5,
KILAH,5,
KILAI,5,
KILAN,5,
KILAP,5,
KILAR,5,
KILAS,5,Sekejap mata saja
KILAT,5,Cahaya petir menyambar
KILAU,5,Cahaya gemerlap memantul
KILIK,5,
KILIR,5,
KILUS,5,
KIMAH,5,
KIMAR,5,
KIMIA,5,Ilmu reaksi zat
KIMLO,5,
KIMPA,5,
KIMUS,5,
KINCA,5,
KINJA,5,
KINTE,5,
KIONG,5,
KIPAI,5,
KIPAL,5,
KIPAR,5,
KIPAS,5,Alat pengibas angin
KIPER,5,Penjaga gawang bola
KIRAB,5,
KIRAI,5,
KIRAN,5,
KIRAP,5,
KIRAS,5,
KIRAU,5,
KIRIK,5,
KIRIM,5,Antar barang lewat pos
KIRIP,5,
KIRIS,5,
KIRUH,5,
KISAH,5,Rangkaian cerita peristiwa
KISAI,5,
KISAR,5,
KISAS,5,
KISAT,5,
KISIK,5,
KISTA,5,Benjolan berisi cairan
KISUT,5,
KITAB,5,Buku suci agama
KITAR,5,
KITIK,5,
KITIN,5,
KITIR,5,
KITRI,5,
KIZIB,5,
KLAIM,5,Tuntutan ganti rugi
KLIEN,5,Orang dibela pengacara
KLISE,5,Ungkapan usang terlalu umum
KLONA,5,
KOALA,5,Beruang kantung Australia
KOANA,5,
KOBAH,5,
KOBAK,5,
KOBAR,5,
KOBER,5,
KOBOI,5,Penggembala sapi Amerika
KOBOK,5,
KOBOL,5,
KOBRA,5,Ular sendok berbisa ganas
KOCAK,5,Goyangan benda cair
KOCEK,5,
KOCOH,5,
KOCOK,5,Guncang isi dalam botol
KOCOR,5,
KODAK,5,Alat pemotret gambar
KODOK,5,Amfibi pandai melompat
KOHIR,5,
KOHOL,5,
KOHOR,5,
KOJAH,5,
KOJOH,5,
KOJOL,5,
KOJOR,5,
KOKAH,5,
KOKAS,5,Arang sisa pembakaran
KOKOH,5,
KOKOK,5,
KOKOL,5,
KOKON,5,Selubung pupa ulat
KOKOT,5,
KOKSA,5,
KOKUS,5,
KOLAH,5,
KOLAK,5,
KOLAM,5,Genangan air buatan
KOLEK,5,
KOLIK,5,
KOLOK,5,
KOLOM,5,Bagian khusus koran
KOLON,5,
KOLOR,5,Tali penahan celana
KOLOT,5,
KOLUM,5,
KOMAN,5,
KOMBO,5,
KOMEN,5,Tanggapan di medsos
KOMET,5,Bintang berekor angkasa
KOMIK,5,Kisah bergambar dalam buku
KOMIS,5,
KOMIT,5,
KOMPI,5,Satuan pasukan tentara
KONAN,5,
KONCO,5,
KONDE,5,
KONDO,5,Apartemen milik pribadi
KONGO,5,
KONIS,5,
KONON,5,
KONTE,5,
KONUS,5,
KOPAH,5,
KOPAK,5,
KOPAL,5,
KOPEK,5,
KOPEL,5,
KOPER,5,Tas besar buat traveling
KOPET,5,
KOPLO,5,
KOPOK,5,
KOPOR,5,
KOPRA,5,
KORAL,5,
KORAN,5,Lembaran berita harian
KOREA,5,Negara asal Kpop
KORED,5,
KOREK,5,Pemantik api rokok
KORES,5,
KORET,5,
KORMA,5,
KOROH,5,
KOROK,5,
KORPS,5,Kesatuan pasukan atau organisasi
KORSI,5,
KORUM,5,
KORUP,5,
KORUT,5,
KORVE,5,
KOSAR,5,
KOSEK,5,
