answer,length,clue
TOTALISATOR,11,
TRADISIONAL,11,
TRAGIKOMEDI,11,
TRANSEKSUAL,11,Ganti jenis kelamin
TRANSKRIPSI,11,
TRANSLOKASI,11,
TRANSLUSENS,11,
TRANSMIGRAN,11,
TRANSMUTASI,11,Perubahan bentuk unsur
TRANSPIRASI,11,
TRANSPONDER,11,Pemancar penerima sinyal
TRANSPOSISI,11,
TRANSVERSAL,11,
TRENGGILING,11,
TRIANGULASI,11,Teknik ukur segitiga
TRIPRASETIA,11,
TRIPSINOGEN,11,
TRIVIALITAS,11,
TUNAGRAHITA,11,
TUNAPOLITIK,11,
ULTRAFILTER,11,
ULTRAMODERN,11,
ULTRASONIKA,11,
ULTRAVIOLET,11,Sinar matahari tak tampak
UNIFORMITAS,11,
UNIVERSALIA,11,
UNIVERSIADE,11,
UNIVERSITAS,11,Kampus banyak fakultas
UNIVERSITER,11,
UNIVERSITET,11,
VANDALISTIS,11,
VASODILATOR,11,
VEGETARISME,11,
VENTRIKULUS,11,
VERBALISASI,11,
VERBALISTIS,11,
VERIFIKATUR,11,
VISIBILITAS,11,Jarak pandang mata
VISUALISASI,11,Penggambaran sebuah konsep
VITREOSITAS,11,
VITRIFIKASI,11,
VOLATILITAS,11,
VULKANISASI,11,
VULKANOLOGI,11,
WABARAKATUH,11,
WALLAHUALAM,11,
WATERMANTEL,11,
WAWANREMBUK,11,
WIDYAISWARA,11,
WIDYAWISATA,11,
WIJAYAMULIA,11,
XEROFTALMIA,11,
YAUMULAKHIR,11,
YAUMULJAMAK,11,
ZOOGEOGRAFI,11,
