answer,length,clue
SESANGGUP,9,
SESANGKAK,9,
SESEORANG,9,
SESERAHAN,9,
SESUKANYA,9,
SETABELAN,9,
SETANGKUP,9,
SETENGGAR,9,
SETENGKUK,9,
SETENTANG,9,
SETERANAH,9,
SETERIMAN,9,
SETERIMIN,9,
SETIMBANG,9,
SETINGGIL,9,
SETINGKAT,9,
SETRIKAAN,9,
SETUNGGAL,9,
SETUNTUNG,9,
SEUMUMNYA,9,
SEUTUHNYA,9,
SEWILAYAH,9,
SFENOIDAL,9,
SIANAMIDA,9,
SIDAMUKTI,9,
SIDOMUKTI,9,
SIFILOBIA,9,
SIGENTING,9,
SIKEDUDUK,9,
SIKLOTRON,9,
SIKUDOMBA,9,
SILIKOSIS,9,
SILINDRIS,9,
SILOGISME,9,
SILOMETER,9,
SILVISIDA,9,
SIMBIOSIS,9,Hidup bersama dua makhluk
SIMBIOTIS,9,
SIMPANGAN,9,
SIMPOSIUM,9,Pertemuan bertukar pendapat
SIMULATOR,9,Alat peniru kondisi nyata
SIMULFIKS,9,
SINAMBUNG,9,
SINANDUNG,9,
SINANSARI,9,
SINDIKASI,9,
SINEKDOKE,9,
SINEKTIKA,9,
SINEMATIK,9,
SINEPLEKS,9,
SINGAPURA,9,Negara kecil tetangga utara
SINGGAHAN,9,
SINGKAPAN,9,
SINGKATAN,9,
SINKONINA,9,
SINKRETIS,9,
SINKRONIS,9,
SINOVITIS,9,
SINTAKSIS,9,
SINTULANG,9,
SINUSITIS,9,
SIPONGANG,9,
SIRANGKAK,9,
SIRKULASI,9,Peredaran darah tubuh
SISTALTIK,9,
SITINGGIL,9,
SITOLISIS,9,
SIWARATRI,9,
SKATOLOGI,9,
SKIAMETER,9,
SKLEROSIS,9,
SKOLASTIK,9,
SKOMBROID,9,
SOLENOIDE,9,
SOLFATARA,9,
SOLIDITAS,9,
SOLILOKUI,9,
SONTOLOYO,9,
SOPORIFIK,9,
SOSIALITA,9,Sosok kalangan atas
SOSIOLOGI,9,Ilmu tentang masyarakat
SPASMODIS,9,
SPEKTAKEL,9,
SPEKTATOR,9,
SPEKULASI,9,Untung-untungan demi laba besar
SPERMATID,9,
SPESIALIS,9,Pakar bidang tertentu
SPIRITUAL,9,
SRIGADING,9,
SRIGUNGGU,9,
STALAGMIT,9,
STALAKTIT,9,
STASIONER,9,
STATISTIK,9,Ilmu pengolahan data
STATISTIS,9,
STEATOSIS,9,
STENOGRAM,9,
STENSILAN,9,
STERADIAN,9,
STEREOTIP,9,
STEROIDAL,9,
STETOSKOP,9,Alat dengar detak jantung
STILOGRAF,9,
STIMULASI,9,Dorongan atau rangsangan
STIPULASI,9,
STOKASTIK,9,
STOPKERAN,9,
STRATEGEM,9,
STRATEGIS,9,
STROMKING,9,
STRONTIUM,9,
SUARAWATI,9,
SUBBAGIAN,9,
SUBJEKTIF,9,
SUBKULTUR,9,
SUBLIMASI,9,
SUBMARINE,9,Kapal bawah laut
SUBMUKOSA,9,
SUBSTANSI,9,Zat atau unsur inti
SUBTROPIK,9,
SUBVERSIF,9,
SUBYEKTIF,9,
SUKAMANDI,9,
SULFANASI,9,
SULFURASI,9,
SUMBANGAN,9,
SUNGGUHAN,9,
SUNGKUPAN,9,
SUNGKURAN,9,
SUNTINGAN,9,
SUPERBLOK,9,
SUPERNOVA,9,Ledakan bintang raksasa
SUPERSTAR,9,Bintang sangat terkenal
SUPERVISI,9,
SUPLETOAR,9,
SUPRAFIKS,9,
SUPRARENE,9,
SUPREMASI,9,Kekuasaan paling tinggi
SURFAKTAN,9,
SURGALOKA,9,
SUSPENDER,9,
SUTRADARA,9,Pengarah adegan film
SWAKELOLA,9,
SWARAWATI,9,
SWASENSOR,9,
SWATANTRA,9,
SYUMULIAH,9,
TABELARIS,9,
TABULATOR,9,
TABULATUR,9,
TAEKWONDO,9,Bela diri Korea
TAENIASIS,9,
TAFAKURAN,9,
TAKIGRAFI,9,
TAKIMETER,9,
TAKOMETER,9,
TAKSOLOGI,9,
TAKSONOMI,9,
TALASEMIA,9,
TALASOFIT,9,
TALEMPONG,9,
TAMARINDA,9,
TAMBANGAN,9,
TAMPAKNYA,9,
TAMPONADE,9,
TANDINGAN,9,
TANFIZIAH,9,
TANGGAPAN,9,
TANGKAIAN,9,
TANGKAPAN,9,
TANGKISAN,9,
TANTANGAN,9,
TANTRISME,9,
TARANTULA,9,Laba-laba besar berbisa
TARPAULIN,9,
TARPENTIN,9,
TAUHIDIAH,9,
TAUTOFONI,9,
TAUTOLOGI,9,
TAUTONIMI,9,
TEKIDANTO,9,
TEKNOKRAT,9,
TEKNOLOGI,9,Ilmu pengetahuan terapan
TEKNONIMI,9,
TEKSTURAL,9,
TELAMPUNG,9,
TELANCANG,9,
TELANGKAI,9,
TELANGKUP,9,
TELANJANG,9,Tanpa alat bantu lihat
TELEDRAMA,9,
TELEGENIK,9,
TELEGRAFI,9,
TELELENSA,9,
TELEMETER,9,
TELEMETRI,9,Pengukuran dari jarak jauh
TELEMPONG,9,
TELENTANG,9,
TELENTUNG,9,
TELEOLOGI,9,
TELIMPUNG,9,
TELINGKAH,9,
TELINGKUH,9,
TELUNGKUP,9,
TEMBAKANG,9,
TEMBELANG,9,
TEMBELIAN,9,
TEMBERANG,9,
TEMBERENG,9,
TEMBILANG,9,
TEMBIRING,9,
TEMPAYANG,9,
TEMPAYUNG,9,
TEMPELENG,9,
TEMPOLONG,9,
TEMPULING,9,
TEMPURUNG,9,Batok buah kelapa
TEMPUYUNG,9,
TEMUNGKUL,9,
TENDANGAN,9,
TENGGADAI,9,
TENGGAYUN,9,
TENGGEHEM,9,
TENGGEKAN,9,
TENGGELAM,9,Karam ke dasar air
TENGGERAN,9,
TENGGOROK,9,
TENGKALAK,9,
TENGKALUK,9,
TENGKARAH,9,
TENGKARAP,9,
TENGKARAS,9,
TENGKELEK,9,
TENGKOLAK,9,
TENGKOLOK,9,
TENGKORAK,9,Tulang pelindung otak
TENGKUJUH,9,
TENGKULAK,9,
TENGKULUK,9,
TENGKURAP,9,Berbaring dada menghadap bawah
TENGKURUP,9,
TENTANGAN,9,
TEOKRATIS,9,
TEORETISI,9,Perumus gagasan ilmiah
TEORISASI,9,
TEPERBUAT,9,
TEPERCAYA,9,
TEPERDAYA,9,
TERAMBANG,9,
TERAMISIN,9,
TERAMPUNI,9,
TERANGKAT,9,
TERANGKUP,9,
TERANIAYA,9,
TERASAKAN,9,
TERBAHANA,9,
TERBANCUT,9,
TERBANTUN,9,
TERBANTUT,9,
TERBANYAK,9,
TERBARING,9,
TERBAYANG,9,
