answer,length,clue
GILAS,5,
GILDA,5,Serikat pengusaha sejenis
GILIK,5,
GILIR,5,
GINCU,5,
GIPSI,5,
GIRAH,5,
GIRAL,5,
GIRAS,5,
GIRIK,5,
GIRIS,5,
GISAR,5,
GISIK,5,
GISIL,5,
GITAR,5,Alat musik petik senar
GITES,5,
GITIK,5,
GITOK,5,
GLADI,5,Latihan menjelang pementasan
GLANS,5,
GLOBE,5,Model bulat planet bumi
GOBAH,5,
GOBAK,5,
GOBAR,5,
GOBEK,5,
GOBER,5,Panen padi beramai-ramai
GOBET,5,
GOCAP,5,
GOCEK,5,
GOCOH,5,
GODAK,5,
GODAM,5,Palu besar berat
GODEK,5,
GODOK,5,
GODOT,5,
GOGOH,5,
GOGOK,5,
GOGOS,5,
GOHOK,5,
GOJEK,5,
GOKAR,5,
GOLAK,5,
GOLBI,5,
GOLEK,5,
GOLER,5,
GOLOK,5,Parang pendek pemotong
GOLPI,5,
GONAD,5,
GONIO,5,
GOPEK,5,
GOPOH,5,
GORAP,5,
GOREK,5,
GORES,5,Garis bekas tergesek
GOROH,5,
GOROK,5,Sembelih potong leher
GOSAN,5,
GOSIP,5,Obrolan miring soal orang
GOSOK,5,Gesek permukaan berulang kali
GOTES,5,
GOTIK,5,Gaya arsitektur abad pertengahan
GOTRI,5,
GOTUN,5,
GOWOK,5,
GOYAH,5,
GOYAK,5,
GRAHA,5,
GRASI,5,Ampunan dari presiden
GREHA,5,
GRIYA,5,Tempat tinggal keluarga
GROGI,5,
GUANO,5,
GUBAH,5,
GUBAL,5,
GUBAR,5,
GUBEL,5,
GUBIT,5,
GUBUK,5,Rumah kecil di ladang
GUDAM,5,
GUDEG,5,
GUDIK,5,
GUGAH,5,
GUGAT,5,Menuntut di pengadilan
GUGUH,5,
GUGUK,5,
GUGUP,5,
GUGUR,5,Daun kering yang berjatuhan
GUGUS,5,Kumpulan dalam satu himpunan
GULAH,5,
GULAI,5,Masakan berkuah santan pedas
GULAM,5,
GULAT,5,Rangkul jatuhkan lawan
GULIR,5,Gerak berputar meluncur
GULMA,5,Rumput liar pengganggu
GULUD,5,
GULUT,5,
GUMAL,5,
GUMAM,5,
GUMBA,5,
GUMUK,5,
GUMUL,5,
GUMUN,5,
GUNCI,5,
GUNDI,5,
GUNDU,5,
GURAB,5,
GURAH,5,
GURAM,5,
GURAT,5,
GURAU,5,Kelakar mengundang tawa
GURDI,5,
GUREM,5,
GURIH,5,
GURIK,5,
GURIT,5,
GURUB,5,
GURUH,5,
GURUK,5,
GURUN,5,Padang pasir tandus
GURUR,5,
GUSAH,5,
GUSAR,5,Meluap penuh amarah
GUSEL,5,
GUSTI,5,
GUSUL,5,
GUSUR,5,
GUTIK,5,
GUTUK,5,
GUYON,5,
GUYUB,5,
GUYUR,5,
HABIB,5,Orang yang disayangi
HABIS,5,Tidak tersisa lagi
HABUK,5,
HADAM,5,
HADAP,5,Sisi bagian depan
HADAS,5,
HADAT,5,
HADIR,5,Datang ke suatu acara
HADIS,5,
HAFAL,5,Tertanam kuat dalam ingatan
HAFIZ,5,Penghafal seluruh Al-Quran
HAIKU,5,Puisi pendek khas Jepang
HAITI,5,
HAJAH,5,
HAJAR,5,Pukul dengan keras
HAJAT,5,Kenduri doa syukuran
HAJIB,5,
HAJIM,5,
HAJIS,5,
HAKAM,5,
HAKIM,5,Pemutus vonis pengadilan
HALAL,5,Diizinkan menurut agama
HALAU,5,Usir agar pergi
HALBA,5,
HALIA,5,
HALIM,5,
HALMA,5,
HALTE,5,Tempat menunggu bus
HALUS,5,
HALWA,5,
HAMAL,5,
HAMBA,5,Abdi tanpa upah
HAMDU,5,
HAMIK,5,
HAMIL,5,Mengandung bayi di perut
HAMPA,5,
HAMUD,5,
HAMUN,5,
HANIF,5,
HANTU,5,Makhluk halus menakutkan
HANYA,5,
HAPAL,5,
HAPUS,5,Menghilangkan coretan pensil
HARAK,5,
HARAM,5,
HARAP,5,Menaruh keinginan besar
HARBI,5,
HAREM,5,Kumpulan istri satu pria
HARGA,5,Nilai jual barang
HARIS,5,Pengawal penjaga pintu
HARIT,5,
HARPA,5,Musik petik berbentuk busur
HARTA,5,Simpanan kekayaan pribadi
HARUM,5,
HARUN,5,
HARUS,5,
HASAB,5,
HASAD,5,
HASAI,5,
HASAN,5,
HASAR,5,
HASIB,5,
HASID,5,
HASIL,5,Buah dari usaha
HASTA,5,Ukuran panjang lengan
HASUD,5,
HASUT,5,
HATIF,5,
HATTA,5,
HAULA,5,
HAURI,5,
HAWAR,5,
HAYAT,5,Nyawa dalam raga
HEBAN,5,
HEBAT,5,
HEBOH,5,
HEIHO,5,
HEKSA,5,
HEKTO,5,
HELAH,5,
HELAI,5,Satuan lembar tipis
HELAT,5,
HEMAT,5,Tidak boros mengatur uang
HENRY,5,Satuan induktansi listrik
HENTI,5,Tanda tak bergerak lagi
HEPAR,5,
HEPTA,5,
HERAN,5,
HERBA,5,Tanaman obat berkhasiat
HERTZ,5,Satuan getaran per detik
HEWAN,5,Satwa hidup bernyawa
HIBAH,5,Pemberian mengalihkan hak
HIBAT,5,
HIBOB,5,
HIBUK,5,
HIBUR,5,Membuat hati senang
HIDRO,5,
HIDUP,5,Bernyawa belum mati
HIENA,5,
HIJAB,5,
HIJAU,5,Warna dedaunan segar
HIKAM,5,
HILAL,5,
HILAP,5,
HILAU,5,
HILIR,5,Sungai menuju muara
HIMAR,5,
HIMEN,5,
HIMNE,5,Lagu pujian rohani
HINAP,5,
HINDI,5,
HINDU,5,Leluhur nenek moyang
HIPER,5,
HIPUI,5,
HIRAP,5,
HIRAU,5,
HIRUK,5,
HIRUP,5,Menyedot udara ke paru
HISAB,5,
HISAP,5,
HITAM,5,Warna paling gelap
HODAH,5,
HOKAH,5,
HOMER,5,Satuan isi kuno
HONAE,5,
HONJI,5,
HONOR,5,
HORAK,5,
HORAS,5,
HOROR,5,Genre film menakutkan
HOSTI,5,
HOTEL,5,Penginapan sewa bermalam
HUBAR,5,
HUDAI,5,
HUDUD,5,
HUFAZ,5,
HUJAH,5,
HUJAJ,5,
HUJAN,5,Air jatuh dari awan
HUJAT,5,
HUJIN,5,
HUKAH,5,
HUKUM,5,Aturan mengikat masyarakat
HULAM,5,
HULER,5,
HULUL,5,
HULUR,5,
HUMAN,5,
HUMAS,5,
HUMIN,5,
HUMOR,5,Lelucon pemancing tawa
HUMUS,5,
HUNUS,5,
HURAH,5,
HURIA,5,
HURUF,5,Anggota abjad tertulis
HUTAN,5,Rimba lebat berpohon
HYANG,5,Roh suci leluhur
IALAH,5,
IBING,5,
IBLIS,5,Roh jahat penggoda
IBRIT,5,
IBUNG,5,
IDEAL,5,Kondisi paling sempurna
IDIIL,5,
IDIOM,5,Ragam bahasa khas bangsa
IDIOT,5,Orang amat dungu
IDOLA,5,Sosok yang dipuja
IDRAK,5,
IFRIT,5,
IFTAR,5,
IHDAD,5,
IHRAM,5,
IHSAN,5,
IHSAS,5,
IHWAL,5,
IJBAR,5,
IJMAK,5,
IJMAL,5,
IKLAN,5,Promosi produk televisi
IKLIM,5,Pola cuaca wilayah
IKRAB,5,
IKRAM,5,
IKRAR,5,Janji yang khidmat
ILAFI,5,
ILAHI,5,Bersifat ketuhanan Yang Kuasa
ILEUM,5,
ILHAM,5,Bisikan suci di hati
ILIAN,5,
ILING,5,
ILUSI,5,Bayangan semu menipu mata
ILYAS,5,
IMAGO,5,
IMAJI,5,
IMANG,5,
IMANI,5,
IMBAK,5,
IMBAL,5,
IMBAS,5,
IMBAU,5,
IMBIT,5,
IMBUH,5,
IMKAN,5,
IMLEK,5,Tahun baru Tionghoa
IMPAK,5,
IMPAS,5,Untung rugi nol
IMPEK,5,
IMPIT,5,
IMPOR,5,Pemasukan barang dari asing
IMSAK,5,
INANG,5,Perempuan pengasuh anak
INCAR,5,Bidik sasaran tembak
INCER,5,
INCIT,5,
INCUT,5,
INDAH,5,Elok memikat mata
INDAK,5,
INDAP,5,
INDEN,5,
INDIA,5,Negara asal Bollywood
INDIK,5,
INDRA,5,Alat perasa tubuh
INDUK,5,Ibu bagi anak hewan
INFAK,5,
INFRA,5,
INFUS,5,Cairan masuk pembuluh darah
INGAR,5,
INGAT,5,
INGAU,5,
INGET,5,Perintah dari raja
INGGU,5,
INGIN,5,
INGUS,5,Lendir dari hidung
INJAK,5,Menekan tanah dengan telapak
INJAP,5,
INJIL,5,Kitab suci umat Nasrani
INPUT,5,Data yang dimasukkan
INSAF,5,
INSAN,5,Makhluk berakal budi
INSAR,5,
INSEK,5,
INSES,5,Hubungan sedarah terlarang
INSET,5,
INTAI,5,Mengamati secara sembunyi
INTAN,5,Batu permata paling keras
INTEL,5,Mata-mata penyelidik rahasia
INTER,5,
INTIL,5,
INTIM,5,
INTIP,5,Mengamati secara sembunyi
INTRA,5,
INTRO,5,Bagian pembuka lagu
INYIK,5,
INZAR,5,
IODIN,5,
IPRIT,5,
IPUNG,5,
IRAMA,5,Ketukan musik teratur
IRING,5,
IRONI,5,Kejadian berlawanan harapan
IRUNG,5,
ISASI,5,
ISBAT,5,
ISENG,5,Sekadar mengisi waktu
ISHAK,5,
ISIAN,5,
ISLAH,5,
ISLAM,5,Agama berkitab Alquran
ISRAF,5,
ISTAL,5,
ISTAN,5,
ISTAZ,5,
ISTRI,5,Perempuan dalam pernikahan
ITLAK,5,
JABAL,5,
JABAR,5,
JABAT,5,Menggenggam tangan saat salam
JABEL,5,
JABIR,5,
JADAH,5,
JADAM,5,
JADUK,5,
JAGAL,5,Pembantai orang tak berdosa
JAGAT,5,Alam semesta raya
JAGRA,5,
JAGUR,5,
JAHAN,5,Ikan penghuni dasar laut
JAHAR,5,
JAHAT,5,
JAHIL,5,
JAHIT,5,Menyambung kain dengan benang
JAHUL,5,
JAJAH,5,
JAJAK,5,Menduga dengan menelaah
JAJAL,5,
JAJAN,5,Kudapan kecil manis
JAJAR,5,
JAKAL,5,
JAKAS,5,
JAKET,5,Baju hangat luar
JAKSA,5,Penuntut di pengadilan
JAKSI,5,
JAKUN,5,
JALAD,5,
JALAK,5,Burung hinggap punggung kerbau
JALAL,5,Kebesaran dan keagungan
JALAN,5,Melangkah dengan kaki
JALAR,5,Merayap merambat perlahan
JALEN,5,Alas bambu di perahu
JALIL,5,
JALIN,5,Menyatukan dengan anyaman
JALUR,5,Lintasan yang dilalui
JAMAH,5,
JAMAK,5,Bentuk kata banyak
JAMAL,5,Keindahan rupa memesona
JAMAN,5,
JAMBE,5,
JAMBU,5,Buah renyah merah muda
JAMIK,5,
JAMIL,5,
JAMIN,5,Beri kepastian tanggungan
JAMIS,5,
JAMPI,5,Mantra berdaya gaib
JAMUR,5,Cendawan tumbuh tempat lembap
JANAH,5,
JANAT,5,
JANDA,5,Wanita ditinggal mati suami
JANIK,5,
JANIN,5,Bakal bayi kandungan
JANJI,5,Ikrar yang diucapkan
JANUR,5,
JAPAN,5,Gong gamelan nada rendah
JAPIN,5,
JAPUK,5,
JARAB,5,
JARAH,5,Rampasan hasil perang
JARAK,5,Rentang dua titik
JARAM,5,
JARAN,5,
JARAS,5,
JAREM,5,
JARIT,5,
JARUM,5,Benda tajam untuk jahit
JARWA,5,
JASAD,5,Raga tanpa nyawa
JASUS,5,
JATAH,5,Bagian yang telah ditentukan
JATIM,5,
JATUH,5,Terhempas ke bawah
JAUZA,5,
JAWAB,5,
JAWAT,5,
JAWER,5,
JAWIL,5,
JAZAM,5,
JEBAB,5,
JEBAH,5,
JEBAI,5,
JEBAK,5,Alat perangkap hewan
JEBAR,5,
JEBAT,5,
JEBIK,5,
JEBOL,5,Runtuh terkena serangan
JEBOR,5,
JEBUH,5,
JEBUR,5,
JEDOT,5,
JEGAL,5,
JEGIL,5,
JEJAK,5,Bekas tapak kaki
JEJAL,5,
JEJAP,5,
JEJAS,5,
JEJER,5,
JEKET,5,
JEKSI,5,
JELAH,5,
JELAI,5,
JELAK,5,
JELAR,5,
JELAS,5,
JELAU,5,
JELEK,5,
JELIH,5,
JELIR,5,
JELIT,5,
JELMA,5,
JELUK,5,
JELUM,5,
JELUS,5,
JELUT,5,
JEMAH,5,
JEMBA,5,
JEMUR,5,
JENAK,5,
JENAT,5,
JENIS,5,Macam atau ragam
JENUH,5,
JEPET,5,
JEPIT,5,Alat pengapit benda
JEPUN,5,Negeri sakura sebutan Melayu
JEPUT,5,
JERAH,5,
JERAM,5,Arus deras berbatu
JERAN,5,
JERAP,5,
JERAT,5,Perangkap tali penjebak
JERAU,5,
JERBA,5,
JERIH,5,Letih sesudah bekerja
JERIT,5,Pekik melengking nyaring
JERUK,5,Buah asam kaya vitamin
JERUM,5,
JERUN,5,
JETIS,5,
JEWER,5,
JIBTI,5,
JIBUN,5,Utang menumpuk banyak
JICAP,5,
JIDAL,5,
JIDAR,5,
JIDAT,5,Dahi di atas alis
JIDOR,5,
JIDUR,5,
JIHAD,5,Perjuangan membela agama
JIHAT,5,
JIJIK,5,
JIJIT,5,
JILAH,5,
JILAM,5,
JILAT,5,Menyapu pakai lidah
JILID,5,Bagian buku tebal
JIMAK,5,
JIMAT,5,Benda bertuah penangkal bahaya
JINAK,5,Tidak buas lagi
JINEM,5,
JINGO,5,
JINGU,5,
JIPRO,5,
JIPSI,5,
JIRAK,5,
JIRAN,5,Tetangga dekat sebelah
JIRAT,5,
JIRUS,5,
JISIM,5,
JITAH,5,
JITAK,5,
JITOK,5,
JIWAT,5,
JIWIT,5,
JOANG,5,
JOBAK,5,
JODOH,5,Pasangan hidup cocok
JOGAN,5,
JOGAR,5,
JOGET,5,Tarian mengikuti musik
JOGLO,5,
JOHAN,5,Bumi tempat kehidupan
JOHAR,5,Pohon peneduh jalan
JOJOL,5,
JOKER,5,Kartu bebas dalam remi
JOLAK,5,
JOLEK,5,
JOLOK,5,
JOLOR,5,
JOMLO,5,
JOMPO,5,
JORAN,5,
JOROK,5,
JOSNA,5,
JOTOS,5,Pukulan kepalan tangan
JOULE,5,Satuan energi fisika
JRENG,5,
JUANG,5,
JUARA,5,Pemenang peringkat pertama
JUBAH,5,Busana panjang berlengan lebar
JUBEL,5,
JUBIN,5,
JUBIR,5,
JUDEK,5,
JUDES,5,
JUDUL,5,Nama sebuah buku cerita
JUHUT,5,
JUITA,5,
JUJAH,5,
JUJAI,5,
JUJAT,5,
JUJUH,5,
JUJUR,5,Berkata apa adanya
JUJUT,5,
JUKUT,5,
JULAB,5,
JULAI,5,
JULAT,5,
JULIR,5,
JULUK,5,
JULUR,5,
JUMAT,5,Hari salat berjemaah
JUMBO,5,Ukuran sangat besar
JUMPA,5,Bertatap muka langsung
JUMUD,5,
JUNAM,5,
JUNTA,5,
JUNUB,5,
JUNUN,5,
JURAH,5,
JURAI,5,
JURAN,5,
JURIK,5,
JURIS,5,
JURIT,5,
JURUH,5,
JURUS,5,Gerakan teknik bela diri
KABAB,5,
KABAG,5,
KABAH,5,
KABAK,5,
KABAR,5,Informasi peristiwa terkini
KABAT,5,
KABAU,5,
KABEL,5,Kawat penghantar listrik
KABIL,5,
KABIN,5,Kamar kecil dalam kapal
KABIR,5,
KABIT,5,
KABOI,5,
KABUL,5,Doa akhirnya terpenuhi
KABUR,5,Lari menghindari kejaran
KABUS,5,
KABUT,5,Uap tebal menghalangi pandangan
KACAK,5,Ukuran selingkar jari tangan
KACAM,5,
KACAR,5,
KACAU,5,Berantakan tidak teratur
KACEK,5,
KACER,5,
KACIP,5,
KACIR,5,
KACUK,5,
KADAL,5,Reptil kecil melata
KADAM,5,Bagian bawah kaki
KADAR,5,Tingkat kandungan suatu zat
KADAS,5,
KADER,5,Anggota inti terlatih
KADES,5,
KADET,5,Pencuri dompet lihai
KADHA,5,
KADIM,5,
KADIR,5,
KADOK,5,
KADRU,5,
KADUT,5,
KAFAH,5,
KAFAN,5,Kain pembungkus jenazah
KAFIL,5,
KAFIR,5,Orang tak beriman
KAGAK,5,
KAGET,5,
KAGOK,5,
KAGUM,5,
KAHAF,5,
KAHAK,5,
KAHAN,5,Monyet hidung mancung Kalimantan
KAHAR,5,
KAHAT,5,
KAHIN,5,Ahli ramal nasib
KAHWA,5,
KAING,5,
KAJAI,5,
KAKAH,5,
KAKAK,5,Saudara kandung tertua
KAKAO,5,Bubuk bahan cokelat
KAKAP,5,Memegang dengan tangan
KAKAR,5,
KAKAS,5,
KAKEK,5,Orangtua dari ayah
KAKOK,5,
KAKSA,5,
KAKUS,5,Tempat buang hajat
KALAH,5,Tidak menang bertanding
KALAI,5,
KALAM,5,
KALAP,5,Lepas kendali mengamuk
KALAR,5,
KALAS,5,
KALAT,5,
KALAU,5,
KALBI,5,
KALBU,5,
KALDU,5,Kuah rebusan daging
KALEM,5,
KALIH,5,
KALIO,5,
KALIS,5,
KALOR,5,
KALUI,5,
KALUK,5,
KALUS,5,
KALUT,5,
KAMAL,5,
KAMAR,5,Ruang tidur pribadi
KAMAS,5,
KAMAT,5,
KAMBA,5,
KAMBI,5,
KAMIL,5,
KAMIR,5,
KAMIS,5,Hari setelah Rabu
KAMIT,5,
KAMKA,5,
KAMPA,5,
KAMUS,5,Rujukan arti kata
KANAH,5,
KANAL,5,Saluran air buatan
KANAN,5,Lawan arah kiri
KANAT,5,
KANDA,5,Panggilan mesra kakak
KANDI,5,
KANJI,5,Pati perekat dari singkong
KANON,5,Meriam artileri besar
KANTA,5,
KANTI,5,
KANTO,5,Kaca bening pembias cahaya
KANUN,5,
KANYA,5,
KAPAH,5,
KAPAI,5,
KAPAK,5,Perkakas pembelah kayu
KAPAL,5,Kendaraan besar lautan
KAPAN,5,
KAPAR,5,
KAPAS,5,Serat putih lembut halus
KAPAT,5,
KAPEL,5,Gereja kecil di biara
KAPER,5,
KAPIR,5,
KAPIS,5,
KAPIT,5,
KAPOK,5,
KAPON,5,
KAPPA,5,Huruf kesepuluh abjad Yunani
KAPRI,5,
KAPUK,5,
KAPUR,5,Serbuk putih papan tulis
KARAM,5,Kapal tenggelam di laut
KARAN,5,Tulang tumbuh tidak normal
KARAP,5,
KARAR,5,
KARAS,5,Pohon penghasil gaharu
KARAT,5,Ukuran kemurnian emas
KARAU,5,
KAREL,5,
KARET,5,Bahan elastis dapat mulur
KARGO,5,Muatan alat angkut
KARIB,5,Sahabat sangat dekat
KARIH,5,
KARIL,5,
KARIM,5,
KARIR,5,
KARMA,5,Balasan atas perbuatan
KARSA,5,
KARST,5,
KARTI,5,
KARTU,5,Lembar plastik identitas
KARUN,5,Harta terpendam tersembunyi
KARUT,5,Kusut tidak beraturan
KARYA,5,Hasil ciptaan seniman
KASAB,5,
KASAD,5,
KASAH,5,
KASAI,5,
KASAM,5,Rasa dendam mendalam
KASAP,5,
KASAR,5,
KASAU,5,
KASDU,5,
KASEP,5,
KASET,5,Wadah pita rekaman
KASID,5,
KASIH,5,Memberi dengan tulus
KASIM,5,Pengawal harem yang dikebiri
KASIP,5,
KASIR,5,Penerima bayaran di toko
KASPE,5,
KASTA,5,Tingkatan derajat sosial
KASTI,5,Olahraga pukul bola
KASUI,5,
KASUR,5,Alas empuk untuk tidur
KASUS,5,
KASUT,5,Alas pelindung telapak kaki
KASWI,5,
KATAH,5,
KATAI,5,
KATAK,5,Amfibi pelompat di kolam
KATAM,5,
KATAN,5,
KATAR,5,
KATEK,5,
KATEL,5,
KATER,5,
KATES,5,
KATIB,5,
KATIK,5,
KATIL,5,Tempat tidur kayu
KATIR,5,
KATOK,5,
KATUK,5,
KATUL,5,
KATUN,5,Kain dari kapas
KATUP,5,Pengatur aliran dalam pipa
KATUT,5,
KAULA,5,
KAULI,5,
